row_label_raw,row_label_full,col_0,31/12/2015 triệu đồng,31/12/2014 triệu đồng,numeric__31/12/2015 triệu đồng,numeric__31/12/2014 triệu đồng
Cho vay khách hàng,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Cho vay khách hàng,Cho vay khách hàng,28.023.905,23.509.425,28023905.0,23509425.0
Dự phòng rủi ro cho vay khách hàng,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,(594.591),(542.918),-594591.0,-542918.0
Hoạt động mua nợ,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Hoạt động mua nợ,Hoạt động mua nợ,95.166,1.681.940,95166.0,1681940.0
Mua nợ,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Mua nợ,Mua nợ,107.207,1.699.148,107207.0,1699148.0
Dự phòng rủi ro hoạt động mua nợ,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,(12.041),(17.208),-12041.0,-17208.0
Chứng khoán đầu tư,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Chứng khoán đầu tư,Chứng khoán đầu tư,49.696.945,41.754.932,49696945.0,41754932.0
Chứng khoán đầu tư sẵn sàng để bán,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,39.887.071,38.436.182,39887071.0,38436182.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,10.282.951,3.952.524,10282951.0,3952524.0
Dự phòng chứng khoán đầu tư,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng chứng khoán đầu tư,Dự phòng chứng khoán đầu tư,(473.077),(633.774),-473077.0,-633774.0
"Góp vốn, đầu tư dài hạn","Các công cụ tài chính phải sinh và các tài sản tài chính khác > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",797.527,400.825,797527.0,400825.0
Đầu tư vào công ty con,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Đầu tư vào công ty con,Đầu tư vào công ty con,797.076,51.600,797076.0,51600.0
Đầu tư dài hạn khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Đầu tư dài hạn khác,Đầu tư dài hạn khác,451,349.225,451.0,349225.0
Tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tài sản cố định,Tài sản cố định,801.402,760.898,801402.0,760898.0
Tải sản cố định hữu hình,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tải sản cố định hữu hình,Tải sản cố định hữu hình,197.891,205.378,197891.0,205378.0
Nguyên giá tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,594.609,455.484,594609.0,455484.0
Hao mòn tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Hao mòn tài sản cố định,Hao mòn tài sản cố định,(396.718),(250.106),-396718.0,-250106.0
Tải sản cố định thuê tài chính,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tải sản cố định thuê tài chính,Tải sản cố định thuê tài chính,276.544,283.175,276544.0,283175.0
Nguyên giá tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,312.780,312.780,312780.0,312780.0
Hao mòn tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Hao mòn tài sản cố định,Hao mòn tài sản cố định,(36.236),(29.605),-36236.0,-29605.0
Tải sản cố định vô hình,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tải sản cố định vô hình,Tải sản cố định vô hình,326.967,272.345,326967.0,272345.0
Nguyên giá tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,505.118,372.225,505118.0,372225.0
Hao mòn tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Hao mòn tài sản cố định,Hao mòn tài sản cố định,(178.151),(99.880),-178151.0,-99880.0
Tài sản có khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tài sản có khác,Tài sản có khác,10.682.008,15.277.012,10682008.0,15277012.0
Các khoản phải thu,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Các khoản phải thu,Các khoản phải thu,4.374.839,10.241.453,4374839.0,10241453.0
"Các khoản lãi, phí phải thu","Các công cụ tài chính phải sinh và các tài sản tài chính khác > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",3.094.705,4.253.331,3094705.0,4253331.0
Các khoản phải thu NSNN,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Các khoản phải thu NSNN,Các khoản phải thu NSNN,49.044,49.044,49044.0,49044.0
Tải sản Có khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tải sản Có khác,Tải sản Có khác,3.181.491,778.482,3181491.0,778482.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,(18.071),(45.298),-18071.0,-45298.0
TỔNG TÀI SẢN,Các công cụ tài chính phải sinh và các tài sản tài chính khác > TỔNG TÀI SẢN,TỔNG TÀI SẢN,104.779.489,102.937.831,104779489.0,102937831.0
