row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND
Tổng điều chỉnh đối với lợi nhuận trước thuế,Điều chỉnh lợi nhuận chịu thuế > Tổng điều chỉnh đối với lợi nhuận trước thuế,Tổng điều chỉnh đối với lợi nhuận trước thuế,(190.487.361.686),(258.526.551.963),-190487361686.0,-258526551963.0
Dự phòng đảm bảo cân đối,Điều chỉnh lợi nhuận chịu thuế > Dự phòng đảm bảo cân đối,Dự phòng đảm bảo cân đối,(8.175.021.006),(7.550.598.372),-8175021006.0,-7550598372.0
"Thu nhập chịu thuế (""TNCT"") uốc tính","Điều chỉnh lợi nhuận chịu thuế > Thu nhập chịu thuế (""TNCT"") uốc tính","Thu nhập chịu thuế (""TNCT"") uốc tính",1.270.229.473.946,1.361.228.274.962,1270229473946.0,1361228274962.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- TNCT chịu thuế suất 22%,Trong đó: > - TNCT chịu thuế suất 22%,- TNCT chịu thuế suất 22%,1.251.039.907.818,1.346.166.817.950,1251039907818.0,1346166817950.0
- TNCT chịu thuế suất ưu đãi 20%,Trong đó: > - TNCT chịu thuế suất ưu đãi 20%,- TNCT chịu thuế suất ưu đãi 20%,19.189.566.128,15.061.457.012,19189566128.0,15061457012.0
- TNCT chịu thuế suất ưu đãi 10%,- TNCT chịu thuế suất ưu đãi 10%,- TNCT chịu thuế suất ưu đãi 10%,-,-,,
Thuế TNDN hiện hành uốc tính,- TNCT chịu thuế suất ưu đãi 10% > Thuế TNDN hiện hành uốc tính,Thuế TNDN hiện hành uốc tính,279.066.692.946,299.168.991.351,279066692946.0,299168991351.0
Điều chỉnh số thuế phải nộp của các kỳ trướctheo quyết định của cơ quan thuế,- TNCT chịu thuế suất ưu đãi 10% > Điều chỉnh số thuế phải nộp của các kỳ trướctheo quyết định của cơ quan thuế,Điều chỉnh số thuế phải nộp của các kỳ trướctheo quyết định của cơ quan thuế,13.619.434.924,416.836.988,13619434924.0,416836988.0
Thuế TNDN uốc tính trong năm,- TNCT chịu thuế suất ưu đãi 10% > Thuế TNDN uốc tính trong năm,Thuế TNDN uốc tính trong năm,292.686.127.870,299.585.828.339,292686127870.0,299585828339.0
Thuế TNDN phải trả đầu năm,- TNCT chịu thuế suất ưu đãi 10% > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,34.680.471.259,94.319.438.760,34680471259.0,94319438760.0
Điều chỉnh thuế TNDN năm trước,- TNCT chịu thuế suất ưu đãi 10% > Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,59.937.736,-,59937736.0,
Thuế TNDN đã trả trong năm,- TNCT chịu thuế suất ưu đãi 10% > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(274.892.086.257),(359.348.577.046),-274892086257.0,-359348577046.0
Điều chỉnh do thay đổi phương pháp ghi nhậnkhousand đầu tư vào BaovietBank,- TNCT chịu thuế suất ưu đãi 10% > Điều chỉnh do thay đổi phương pháp ghi nhậnkhousand đầu tư vào BaovietBank,Điều chỉnh do thay đổi phương pháp ghi nhậnkhousand đầu tư vào BaovietBank,-,123.781.206,,123781206.0
Thuế TNDN phải trả cuối kỳ,- TNCT chịu thuế suất ưu đãi 10% > Thuế TNDN phải trả cuối kỳ,Thuế TNDN phải trả cuối kỳ,52.534.450.608,34.680.471.259,52534450608.0,34680471259.0
