row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng triệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng triệu đồng
Tải sản có khác (*),Tài sản > Tải sản có khác (*),Tải sản có khác (*),39.258,-,16.772.478,259.854,1.632.595,64.741,5.274,18.774.200,39258.0,,16772478.0,259854.0,1632595.0,64741.0,5274.0,18774200.0
Tổng tài sản (1),Tài sản > Tổng tài sản (1),Tổng tài sản (1),10.883.989,7.315.951,160.985.659,125.706.669,343.653.703,206.673.947,222.485.337,1.077.705.255,10883989.0,7315951.0,160985659.0,125706669.0,343653703.0,206673947.0,222485337.0,1077705255.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,-,-,8.156.285,-,-,-,-,8.156.285,,,8156285.0,,,,,8156285.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,82.169.142,1.733.651,7.937.576,-,-,91.840.369,,,82169142.0,1733651.0,7937576.0,,,91840369.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,387.610.120,119.766.302,194.303.998,12.366.335,20.172,714.066.927,,,387610120.0,119766302.0,194303998.0,12366335.0,20172.0,714066927.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,(220.222),59.511,244.640,107.526,-,191.455,,,-220222.0,59511.0,244640.0,107526.0,,191455.0
"Vốn tài trợ, ủy thác đầu tư","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư","Vốn tài trợ, ủy thác đầu tư",-,-,-,3.313,3.025,62.249,4.713,73.300,,,,3313.0,3025.0,62249.0,4713.0,73300.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,4.900.073,4.889.307,60.236.805,37.017.578,12.801.641,119.845.404,,,4900073.0,4889307.0,60236805.0,37017578.0,12801641.0,119845404.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,25.432.749,-,-,-,-,25.432.749,,,25432749.0,,,,,25432749.0
Tổng nợ phải trả (2),Nợ phải trả > Tổng nợ phải trả (2),Tổng nợ phải trả (2),-,-,508.048.147,126.452.084,262.726.044,49.553.688,12.826.526,959.606.489,,,508048147.0,126452084.0,262726044.0,49553688.0,12826526.0,959606489.0
Mức chênh thanh khoản ròng (3) = (1) – (2),Nợ phải trả > Mức chênh thanh khoản ròng (3) = (1) – (2),Mức chênh thanh khoản ròng (3) = (1) – (2),10.883.989,7.315.951,(347.062.488),(745.415),80.927.659,157.120.259,209.658.811,118.098.766,10883989.0,7315951.0,-347062488.0,-745415.0,80927659.0,157120259.0,209658811.0,118098766.0
