row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Ngàn VND > Năm nay,Ngàn VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Ngàn VND > Năm nay,numeric__Ngàn VND > Năm trước
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan (đến ngày 20 tháng 3 năm 2018),Vay và mượn Bán hàng hóa,27.500.000,-,,,27500000.0,
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan (đến ngày 20 tháng 3 năm 2018),Lãi từ cho vay,17.485.155,45.203.698,,,17485155.0,45203698.0
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan (đến ngày 20 tháng 3 năm 2018),Chi phí lãi vay,7.989.993,31.073.578,,,7989993.0,31073578.0
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan (đến ngày 20 tháng 3 năm 2018),Bán bò,5.241.878,-,,,5241878.0,
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan (đến ngày 20 tháng 3 năm 2018),,-,21.729.708,,,,21729708.0
Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty liên quan,Lãi từ cho vay,32.239.255,171.605.996,,,32239255.0,171605996.0
Công ty Cổ phần Hưng Thắng Lợi Gia Lai,Công ty Cổ phần Hưng Thắng Lợi Gia Lai,Công ty Cổ phần Hưng Thắng Lợi Gia Lai,Công ty trong cùng Tập đoàn,Lãi vay,-,10.170.174,,,,10170174.0
Công ty Cổ phần Ô tô Trường Hải,Công ty Cổ phần Ô tô Trường Hải,Công ty Cổ phần Ô tô Trường Hải,Công ty có cùng thành viên HĐQT,Trái phiếu chuyển đổi,2.153.465.036,-,,,2153465036.0,
Công ty Cổ phần Ô tô Trường Hải,Công ty Cổ phần Ô tô Trường Hải,Công ty Cổ phần Ô tô Trường Hải,Công ty có cùng thành viên HĐQT,Vay,746.132.000,-,,,746132000.0,
Công ty Cổ phần Ô tô Trường Hải,Công ty Cổ phần Ô tô Trường Hải,Công ty Cổ phần Ô tô Trường Hải,Công ty có cùng thành viên HĐQT,Lãi vay,6.259.160,-,,,6259160.0,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Cho mượn Bán hàng hóa,36.600.000,-,,,36600000.0,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,,4.763.129,-,,,4763129.0,
Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch,Mượn,1.794.900.000,-,,,1794900000.0,
Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch,Hoàn trả,1.658.900.000,-,,,1658900000.0,
Công ty Cổ phần Lê Me,Công ty Cổ phần Lê Me,Công ty Cổ phần Lê Me,Công ty liên quan,Mượn tiền,11.685.000,-,,,11685000.0,
Công ty Cổ phần Nông Lâm nghiệp Cảnh Đồng Vàng,Công ty Cổ phần Nông Lâm nghiệp Cảnh Đồng Vàng,Công ty Cổ phần Nông Lâm nghiệp Cảnh Đồng Vàng,Công ty liên quan,Bán hàng hóa,202.731.272,-,,,202731272.0,
