row_label_raw,row_label_full,Bên liên quan,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Đồ gỗ Casadora,Công ty TNHH Thương mại TTF > Công ty Cổ phần Đồ gỗ Casadora,Công ty Cổ phần Đồ gỗ Casadora,Lãi cho vay,2.833.642.521,2.286.577.316,,2833642521.0,2286577316.0
Công ty Cổ phần Đồ gỗ Casadora,Công ty TNHH Thương mại TTF > Công ty Cổ phần Đồ gỗ Casadora,Công ty Cổ phần Đồ gỗ Casadora,Cho vay,-,6.488.500.000,,,6488500000.0
Công ty Cổ phần Đồ gỗ Casadora,Công ty TNHH Thương mại TTF > Công ty Cổ phần Đồ gỗ Casadora,Công ty Cổ phần Đồ gỗ Casadora,Mua nguyên liệu,-,2.115.292.240,,,2115292240.0
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Thương mại TTF > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Cấn trừ,28.186.232.269,-,,28186232269.0,
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,khoản cho vay,,,,,
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Thu hồi,11.680.046.531,-,,11680046531.0,
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,khoản vay,,,,,
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Thu hồi,1.642.841.731,-,,1642841731.0,
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,lãi cho vay,,,,,
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Lãi cho vay,-,4.601.928.267,,,4601928267.0
Công ty Cổ phần Sử Thiên Thanh,Công ty TNHH Trồng rừng Trường Thành OJI > Công ty Cổ phần Sử Thiên Thanh,Công ty Cổ phần Sử Thiên Thanh,Lãi cho vay,3.967.594.527,3.667.019.182,,3967594527.0,3667019182.0
Công ty Cổ phần Sử Thiên Thanh,Công ty TNHH Trồng rừng Trường Thành OJI > Công ty Cổ phần Sử Thiên Thanh,Công ty Cổ phần Sử Thiên Thanh,Mua nguyên liệu,33.315.000,60.160.000,,33315000.0,60160000.0
Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty TNHH Trồng rừng Trường Thành OJI > Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Cho vay,-,1.970.400.000,,,1970400000.0
Công ty Cổ phần Central Wood,Công ty TNHH Trồng rừng Trường Thành OJI > Công ty Cổ phần Central Wood,Công ty Cổ phần Central Wood,Đi mượn,10.600.000.000,,,10600000000.0,
Công ty Cổ phần Central Wood,Công ty TNHH Trồng rừng Trường Thành OJI > Công ty Cổ phần Central Wood,Công ty Cổ phần Central Wood,Chỉ phí lãi vay,1.013.200.000,1.015.975.890,,1013200000.0,1015975890.0
Công ty Cổ phần Logistics U&I,Công ty TNHH Trồng rừng Trường Thành OJI > Công ty Cổ phần Logistics U&I,Công ty Cổ phần Logistics U&I,Phí vận chuyển,16.121.089.779,13.685.265.280,,16121089779.0,13685265280.0
