row_label_raw,row_label_full,Bán hàngCông ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Từ ngày 15/01/2015đến ngày 31/12/2015VND > 69.420.000.000,Từ ngày 01/01/2014đến ngày 14/01/2015VND > 285.748.914.973,numeric__Từ ngày 15/01/2015đến ngày 31/12/2015VND > 69.420.000.000,numeric__Từ ngày 01/01/2014đến ngày 14/01/2015VND > 285.748.914.973
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật khoan Dầu khí,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật khoan Dầu khí,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật khoan Dầu khí,3.707.156.898,-,3707156898.0,
Công ty TNHH MTV lọc hóa dầu Bình Sơn,Công ty TNHH MTV lọc hóa dầu Bình Sơn,Công ty TNHH MTV lọc hóa dầu Bình Sơn,300.937.990,-,300937990.0,
Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí,Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí,Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí,32.138.100.000,-,32138100000.0,
Công ty Cổ phần Dịch vụ Khai thác Dầu khí,Công ty Cổ phần Dịch vụ Khai thác Dầu khí,Công ty Cổ phần Dịch vụ Khai thác Dầu khí,2.182.168.201,-,2182168201.0,
Tổng Công ty Công nghệ Năng lượng Dầu Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Công nghệ Năng lượng Dầu Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Công nghệ Năng lượng Dầu Khí Việt Nam - Công ty Cổ phần,5.476.652.067,-,5476652067.0,
Công ty TNHH Bảo hiểm Nhân thọ PVI Sunlife,Công ty TNHH Bảo hiểm Nhân thọ PVI Sunlife,Công ty TNHH Bảo hiểm Nhân thọ PVI Sunlife,12.374.500.000,22.196.530.000,12374500000.0,22196530000.0
Công ty Cổ phần Máy - Thiết bị Dầu khí,Công ty Cổ phần Máy - Thiết bị Dầu khí,Công ty Cổ phần Máy - Thiết bị Dầu khí,6.591.233.368,-,6591233368.0,
Trường Cao Đồng Nghề Dầu Khí,Trường Cao Đồng Nghề Dầu Khí,Trường Cao Đồng Nghề Dầu Khí,2.440.137.149,749.397.950,2440137149.0,749397950.0
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,1.626.319.117,-,1626319117.0,
Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,4.501.704.308,1.200.753.336,4501704308.0,1200753336.0
,,,2.072.623.378.578,2.245.828.286.291,2072623378578.0,2245828286291.0
Thu nhập của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của Hội đồng Quản trị và Ban Tổng Giám đốc,10.031.561.596,3.986.550.750,10031561596.0,3986550750.0
