row_label_raw,row_label_full,col_0,31/12/2020 > Tỷ lệ %sở hữu,31/12/2020 > Tỷ lệ %quyềnbiểu quyết,31/12/2020 > Giá gốcVND,31/12/2020 > Giá trịhợp lýVND,1/1/2020 > Tỷ lệ %sở hữu,1/1/2020 > Tỷ lệ %quyềnbiểu quyết,1/1/2020 > Giá gốcVND,1/1/2020 > Giá trịhợp lýVND,numeric__31/12/2020 > Tỷ lệ %sở hữu,numeric__31/12/2020 > Tỷ lệ %quyềnbiểu quyết,numeric__31/12/2020 > Giá gốcVND,numeric__31/12/2020 > Giá trịhợp lýVND,numeric__1/1/2020 > Tỷ lệ %sở hữu,numeric__1/1/2020 > Tỷ lệ %quyềnbiểu quyết,numeric__1/1/2020 > Giá gốcVND,numeric__1/1/2020 > Giá trịhợp lýVND
- Công ty TNHH Điện lạnh Hòa Phát,▪ Công ty con > - Công ty TNHH Điện lạnh Hòa Phát,- Công ty TNHH Điện lạnh Hòa Phát,"99,67%","99,67%",149.500.000.000,,"99,67%","99,67%",149.500.000.000,,0.9967,0.9967,149500000000.0,,0.9967,0.9967,149500000000.0,
- Công ty CP Xây dựng và Phát triển Đô thịHòa Phát,▪ Công ty con > - Công ty CP Xây dựng và Phát triển Đô thịHòa Phát,- Công ty CP Xây dựng và Phát triển Đô thịHòa Phát,"99,85%","99,85%",1.298.000.000.000,,"99,85%","99,85%",1.298.000.000.000,,0.9984999999999999,0.9984999999999999,1298000000000.0,,0.9984999999999999,0.9984999999999999,1298000000000.0,
- Công ty CP Phát triển Nông nghiệp Hòa Phát,▪ Công ty con > - Công ty CP Phát triển Nông nghiệp Hòa Phát,- Công ty CP Phát triển Nông nghiệp Hòa Phát,"99,99%","99,99%",3.099.975.000.000,,"99,99%","99,99%",3.099.975.000.000,,0.9998999999999999,0.9998999999999999,3099975000000.0,,0.9998999999999999,0.9998999999999999,3099975000000.0,
- Công ty CP Gang thép Hòa Phát (i),▪ Công ty con > - Công ty CP Gang thép Hòa Phát (i),- Công ty CP Gang thép Hòa Phát (i),"99,998%","99,998%",-,,,,-,,0.9999800000000001,0.9999800000000001,,,,,,
- Công ty CP Ông thép và Tôn mạ màu Hòa Phát (i),▪ Công ty con > - Công ty CP Ông thép và Tôn mạ màu Hòa Phát (i),- Công ty CP Ông thép và Tôn mạ màu Hòa Phát (i),"99,99%","99,99%",-,,,,-,,0.9998999999999999,0.9998999999999999,,,,,,
- Công ty CP Phát triển Bất động sản Hòa Phát (i),▪ Công ty con > - Công ty CP Phát triển Bất động sản Hòa Phát (i),- Công ty CP Phát triển Bất động sản Hòa Phát (i),"99,90%","99,90%",-,,,,-,,0.9990000000000001,0.9990000000000001,,,,,,
,,,,,47.585.769.800.000,,,,47.585.769.800.000,,,,47585769800000.0,,,,47585769800000.0,
▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,,,,,,,,
- Công ty CP Phát triển Đô thị Bắc Hà Nội,▪ Đơn vị khác > - Công ty CP Phát triển Đô thị Bắc Hà Nội,- Công ty CP Phát triển Đô thị Bắc Hà Nội,7%,"7,99%",700.000.000,,7%,"7,99%",700.000.000,,0.07,0.0799,700000000.0,,0.07,0.0799,700000000.0,
,,,,,47.586.469.800.000 (*),,,,47.586.469.800.000 (*),,,,,,,,,
