row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Quá hạn_2,Quá hạn_3,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Quá hạn_2,numeric__Quá hạn_3,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",500.598,,,,,,,,,500.598,500598.0,,,,,,,,,500598.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,5.538.939,,,,,,,,,5.538.939,5538939.0,,,,,,,,,5538939.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),79.799.966,7.850,,,,,,,,79.807.816,79799966.0,7850.0,,,,,,,,79807816.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,122.402.216,14.584.803,4.117.243,290.524.157,371.903.299,35.243.297,34.308.479,15.681.347,13.919.577,902.684.418,122402216.0,14584803.0,4117243.0,290524157.0,371903299.0,35243297.0,34308479.0,15681347.0,13919577.0,902684418.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Trung ương,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Trung ương,Các khoản nợ Chính phủ và Ngân hàng Trung ương,,,,5.127.721,10.259.434,,1.166.402,,,16.553.557,,,,5127721.0,10259434.0,,1166402.0,,,16553557.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,,,,116.602.211,22.432.123,6.575.022,2.453.070,560.504,77.163,148.700.093,,,,116602211.0,22432123.0,6575022.0,2453070.0,560504.0,77163.0,148700093.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,,,,138.086.083,115.764.582,170.358.490,126.222.797,21.717.478,143,572.149.573,,,,138086083.0,115764582.0,170358490.0,126222797.0,21717478.0,143.0,572149573.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",,,,225.571,7.910.877,6.619.272,121.547,627.355,299.901,15.804.523,,,,225571.0,7910877.0,6619272.0,121547.0,627355.0,299901.0,15804523.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,,,,6.504.520,10.377.545,25.057.558,11.157.002,,,53.096.625,,,,6504520.0,10377545.0,25057558.0,11157002.0,,,53096625.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),17.573.400,,,,,,,,,17.573.400,17573400.0,,,,,,,,,17573400.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,17.573.400,,,266.546.106,166.744.561,208.610.342,141.120.818,22.905.337,377.207,823.877.771,17573400.0,,,266546106.0,166744561.0,208610342.0,141120818.0,22905337.0,377207.0,823877771.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,104.828.816,14.584.803,4.117.243,23.978.051,205.158.738,(173.367.045),(106.812.339),(7.223.990),13.542.370,78.806.647,104828816.0,14584803.0,4117243.0,23978051.0,205158738.0,-173367045.0,-106812339.0,-7223990.0,13542370.0,78806647.0
Các cam kết ngoại bảng có tác động tối mức độ nhạy cảm với lãi suất của các tài sản và công nợ,Nợ phải trả > Các cam kết ngoại bảng có tác động tối mức độ nhạy cảm với lãi suất của các tài sản và công nợ,Các cam kết ngoại bảng có tác động tối mức độ nhạy cảm với lãi suất của các tài sản và công nợ,230,,,,,,,,,230,230.0,,,,,,,,,230.0
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",104.829.046,14.584.803,4.117.243,23.978.051,205.158.738,(173.367.045),(106.812.339),(7.223.990),13.542.370,78.806.877,104829046.0,14584803.0,4117243.0,23978051.0,205158738.0,-173367045.0,-106812339.0,-7223990.0,13542370.0,78806877.0
