row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Dự phòng các khoản đầu tư,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Dự phòng các khoản đầu tư,Dự phòng các khoản đầu tư,(588.288.263),(171.828.441),-588288263.0,-171828441.0
Lợi nhuận từ hoạt động miễn thuế,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Lợi nhuận từ hoạt động miễn thuế,Lợi nhuận từ hoạt động miễn thuế,(316.221.485),(134.603.088),-316221485.0,-134603088.0
Các khoản chi phí không được trừ và các khoản khác,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Các khoản chi phí không được trừ và các khoản khác,Các khoản chi phí không được trừ và các khoản khác,271.212.161,1.072.055.261,271212161.0,1072055261.0
Thu nhập chịu thuế ước tính trong năm hiện hành,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Thu nhập chịu thuế ước tính trong năm hiện hành,Thu nhập chịu thuế ước tính trong năm hiện hành,7.903.562,15.947.402,7903562.0,15947402.0
Thuế TNDN ước tính trong năm hiện hành,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Thuế TNDN ước tính trong năm hiện hành,Thuế TNDN ước tính trong năm hiện hành,1.320.285,3.439.878,1320285.0,3439878.0
Điều chỉnh thuế TNDN trích thiếu năm trước,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Điều chỉnh thuế TNDN trích thiếu năm trước,Điều chỉnh thuế TNDN trích thiếu năm trước,-,1.111,,1111.0
Thuế thu nhập doanh nghiệp được giảm,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Thuế thu nhập doanh nghiệp được giảm,Thuế thu nhập doanh nghiệp được giảm,(434.517),-,-434517.0,
Chi phí thuế TNDN hiện hành ước tính,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Chi phí thuế TNDN hiện hành ước tính,Chi phí thuế TNDN hiện hành ước tính,885.768,3.440.989,885768.0,3440989.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,22.300.049,19.677.263,22300049.0,19677263.0
Thanh lý công ty con,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Thanh lý công ty con,Thanh lý công ty con,(20.356.074),-,-20356074.0,
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(2.205.764),(818.203),-2205764.0,-818203.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh tăng/(giảm) lỗ kế toán: > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,623.979,22.300.049,623979.0,22300049.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thuế TNDN phải trả (TM số 21),Trong đó: > Thuế TNDN phải trả (TM số 21),Thuế TNDN phải trả (TM số 21),631.518,22.593.419,631518.0,22593419.0
Thuế TNDN trả trước (TM số 21),Trong đó: > Thuế TNDN trả trước (TM số 21),Thuế TNDN trả trước (TM số 21),(7.539),(293.370),-7539.0,-293370.0
