row_label_raw,row_label_full,col_0,Thuyết minh,2015 triệu VND,2014 triệu VND,numeric__Thuyết minh,numeric__2015 triệu VND,numeric__2014 triệu VND
Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,18.611(29.878.652),(18.511)(28.925.124),,,
Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,,,,,
"Tăng nguồn dự phòng để bù đắp tồn thất các khoản (tân dụng, chứng khoán, đầu tư dài hạn)","Tăng các khoản cho vay khách hàng > Tăng nguồn dự phòng để bù đắp tồn thất các khoản (tân dụng, chứng khoán, đầu tư dài hạn)","Tăng nguồn dự phòng để bù đắp tồn thất các khoản (tân dụng, chứng khoán, đầu tư dài hạn)",11.1,(317.712)(594.460),(480.973)215.488,111.0,,
(Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,,,,,,
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,,3.463.757,(1.357.986),,3463757.0,-1357986.0
"Tăng các khoản tiền gửi, tiền vay các TCTD","Những thay đổi về công nợ hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",,2.892,7.095.296,,2892.0,7095296.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,25.581.768,32.397.055,,25581768.0,32397055.0
Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,4.357.648,(13.049.575),,4357648.0,-13049575.0
"Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,200.145,100.311,,200145.0,100311.0
Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,100.011(116.576),(6.272)88.583,,,
(Giảm)/Tăng khác về công nợ hoạt động,(Giảm)/Tăng khác về công nợ hoạt động,(Giảm)/Tăng khác về công nợ hoạt động,,,,,,
Lưu chuyển tiền sử dụng vào hoạt động kinh doanh,(Giảm)/Tăng khác về công nợ hoạt động > Lưu chuyển tiền sử dụng vào hoạt động kinh doanh,Lưu chuyển tiền sử dụng vào hoạt động kinh doanh,,5.204.653,13.009.907,,5204653.0,13009907.0
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(103.568),(136.441),,-103568.0,-136441.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,919,615,,919.0,615.0
"Tiền chi từ thanh lý, nhượng bán TSCĐ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi từ thanh lý, nhượng bán TSCĐ","Tiền chi từ thanh lý, nhượng bán TSCĐ",,(774),-,,-774.0,
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,27.649,61.831,,27649.0,61831.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,7.826,3.957,,7826.0,3957.0
Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(67.948),(70.038),,-67948.0,-70038.0
