row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
Cung cấp dịch vụ vận chuyển,Bình Định > Cung cấp dịch vụ vận chuyển,Cung cấp dịch vụ vận chuyển,-,38.681.700,,38681700.0
Mua dịch vụ vận chuyển,Bình Định > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,1.683.027.246,2.371.469.850,1683027246.0,2371469850.0
Cung cấp dịch vụ gia công,Bình Định > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,-,47.546.401,,47546401.0
Mua dịch vụ gia công,Bình Định > Mua dịch vụ gia công,Mua dịch vụ gia công,48.253.646.596,144.483.750.356,48253646596.0,144483750356.0
Mua khác,Bình Định > Mua khác,Mua khác,191.314.130,1.223.005.802,191314130.0,1223005802.0
Bán khác,Bình Định > Bán khác,Bán khác,52.984.112,-,52984112.0,
Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,20.131.689.237,14.844.895.601,20131689237.0,14844895601.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,579.971.845.803,756.002.857.208,579971845803.0,756002857208.0
Cho thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Cho thuê tài sản,Cho thuê tài sản,254.400.000,254.400.000,254400000.0,254400000.0
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Lợi nhuận được chia,Lợi nhuận được chia,59.919.400.868,155.962.216.359,59919400868.0,155962216359.0
Cung cấp dịch vụ gia công,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,-,999.180,,999180.0
Thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Thuê tài sản,Thuê tài sản,96.000.000,166.000.000,96000000.0,166000000.0
Trả lại hàng mua/hàng mua được giảm giá,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Trả lại hàng mua/hàng mua được giảm giá,Trả lại hàng mua/hàng mua được giảm giá,64.144.064,26.197.280,64144064.0,26197280.0
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,148.220.156,-,148220156.0,
Bán khác,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Bán khác,Bán khác,42.234.031,-,42234031.0,
Mua khác,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Mua khác,Mua khác,29.545.456,-,29545456.0,
