row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,53.100.202.214,7.970.825.645,53100202214.0,7970825645.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,1.807.757.820.347,1.630.046.559.177,1807757820347.0,1630046559177.0
Bán tài sản cố định,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Bán tài sản cố định,Bán tài sản cố định,2.136.688.455,-,2136688455.0,
Mua tài sản cố định,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Mua tài sản cố định,Mua tài sản cố định,-,1.141.000.000,,1141000000.0
Cho thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Cho thuê tài sản,Cho thuê tài sản,88.000.000,-,88000000.0,
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Lợi nhuận được chia,Lợi nhuận được chia,32.534.930.981,69.057.496.793,32534930981.0,69057496793.0
Mua dịch vụ gia công,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Mua dịch vụ gia công,Mua dịch vụ gia công,12.703.654,-,12703654.0,
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,362.700.165,-,362700165.0,
Bán khác,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Bán khác,Bán khác,19.747.239,748.320,19747239.0,748320.0
Hàng mua được giảm giá/trả lại hàng mua,Công ty TNHH Một Thành Viên Hoa Sen Bình Định > Hàng mua được giảm giá/trả lại hàng mua,Hàng mua được giảm giá/trả lại hàng mua,909.091,2.418.702,909091.0,2418702.0
