row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
Tải sản cố định,Tải sản > Tải sản cố định,Tải sản cố định,-,-,5.829,521,38.961,1.027.811,6.474.555,7.547.677,,,5829.0,521.0,38961.0,1027811.0,6474555.0,7547677.0
Tải sản Có khác - gộp,Tải sản > Tải sản Có khác - gộp,Tải sản Có khác - gộp,1.737.671,1.062,28.355.095,2.310.092,3.334.914,3.394.296,131.757,39.264.887,1737671.0,1062.0,28355095.0,2310092.0,3334914.0,3394296.0,131757.0,39264887.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,6.036.505,5.482.264,120.487.313,90.786.653,162.828.476,105.145.419,123.883.064,614.649.694,6036505.0,5482264.0,120487313.0,90786653.0,162828476.0,105145419.0,123883064.0,614649694.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ và NHNN Việt Nam,Các khoản nợ Chính phủ và NHNN Việt Nam,-,-,1.970.203,7.896.996,14.710,17.050,2.250,9.901.209,,,1970203.0,7896996.0,14710.0,17050.0,2250.0,9901209.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,21.167.725,4.160.359,1.957.836,1.142.759,1.769,28.430.448,,,21167725.0,4160359.0,1957836.0,1142759.0,1769.0,28430448.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,171.082.721,72.612.535,197.531.861,13.483.143,30.236,454.740.496,,,171082721.0,72612535.0,197531861.0,13483143.0,30236.0,454740496.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,-,51.550,188.287,239.837,,,,,,51550.0,188287.0,239837.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,116.094,91.359,6.939.649,15.697.954,2.975.251,25.820.307,,,116094.0,91359.0,6939649.0,15697954.0,2975251.0,25820307.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,26.261.327,1.986.363,5.468.842,250.647,181.223,34.148.402,,,26261327.0,1986363.0,5468842.0,250647.0,181223.0,34148402.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,220.598.070,86.747.612,211.912.898,30.643.103,3.379.016,553.280.699,,,220598070.0,86747612.0,211912898.0,30643103.0,3379016.0,553280699.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,6.036.505,5.482.264,(100.110.757),4.039.041,(49.084.422),74.502.316,120.504.048,61.368.995,6036505.0,5482264.0,-100110757.0,4039041.0,-49084422.0,74502316.0,120504048.0,61368995.0
