row_label_raw,row_label_full,col_0,col_1,2023Triệu đồng,2022Triệu đồng,col_4,col_5,numeric__col_1,numeric__2023Triệu đồng,numeric__2022Triệu đồng,numeric__col_4,numeric__col_5
19,19 > 19,19,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,,10.102.088,,,,,10102088.0
20,20,20,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,,,,,,,
20,20,20,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,2023Triệu đồng,2022Triệu đồng,,,,,
20,20 > 20,20,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,Dịch vụ thanh toán và ngân quỹ,1.153.175,,,,,1153175.0
20,20 > 20,20,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,Dịch vụ môi giới bảo hiểm,93.508,,,,,93508.0
20,20 > 20,20,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,Các dịch vụ khác,146.931,,,,,146931.0
20,20 > 20,20,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,,1.393.614,,,,,1393614.0
21,21,21,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,,,,,,,
21,21,21,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,2023Triệu đồng,2022Triệu đồng,,,,,
21,21 > 21,21,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,Dịch vụ thanh toán và ngân quỹ,770.613,,,,,770613.0
21,21 > 21,21,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,Chi phí bưu chính viễn thông,102.593,,,,,102593.0
21,21 > 21,21,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,Các chi phí khác,6.108,,,,,6108.0
21,21 > 21,21,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,,879.314,,,,,879314.0
