row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Hải PhátThủ Đỏ,Công ty Hải PhátThủ Đỏ,Công ty Hải PhátThủ Đỏ,Công ty liên quan của thành viên Hội đồng Quản trị,Phải trả tiền thuê mặt bằng,1.281.769.340,-,,,1281769340.0,
Công ty Hải PhátThủ Đỏ,Công ty Hải PhátThủ Đỏ,Công ty Hải PhátThủ Đỏ,Công ty liên quan của thành viên Hội đồng Quản trị,Phải thu lãi vay,854.000.000,-,,,854000000.0,
Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty có chung thành viên quản lý chủ chốt với công ty con (đến ngày 27 tháng 3 năm 2020),Phải trả tiền xây dựng Đã trả tiền xây dựng,4.170.127.936697.020.357,36.758.537.03450.240.878.885,,,4.1701279366970204e+18,3.675853703450241e+21
Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty có chung thành viên quản lý chủ chốt với công ty con (đến ngày 27 tháng 3 năm 2020),Chuyển tiền tạm ứng,6.707.623.361,-,,,6707623361.0,
Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty có chung thành viên quản lý chủ chốt với công ty con (đến ngày 27 tháng 3 năm 2020),Hoàn lại tiền tạm ứng,-,50.000.000.000,,,,50000000000.0
Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty có chung thành viên quản lý chủ chốt với công ty con (đến ngày 27 tháng 3 năm 2020),Thanh toán thông qua bù trừ công nợ,-,10.999.192.270,,,,10999192270.0
Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty Cổ phần Đầu tư Xây dựng và Thương mại Thành Nhân,Công ty có chung thành viên quản lý chủ chốt với công ty con (đến ngày 27 tháng 3 năm 2020),Phải thu theo hợp đồng hợp tác đầu tư,-,250.000.000.000,,,,250000000000.0
Bà Trần Thùy Anh,Bà Trần Thùy Anh,Bà Trần Thùy Anh,Bên liên quan của thành viên chủ chốt (đến ngày 20 tháng 4 năm 2020),Chuyển nhượng vốn góp Tiền chuyển nhượng góp vốn đã thu,115.000.000.000115.000.000.000,-,,,1.15000000000115e+23,
Ông Lê Việt Dũng,Ông Lê Việt Dũng,Ông Lê Việt Dũng,Thành viên HĐQT,Chuyển nhượng vốn góp Tiền chuyển nhượng góp vốn đã thu,5.000.000.0005.000.000.000,-,,,5.0000000005e+19,
Ông Đỗ Quý Hải,Ông Đỗ Quý Hải,Ông Đỗ Quý Hải,Chủ tịch HĐQT,Chi phí mua tài sản phải trả,6.500.000.000,-,,,6500000000.0,
Ông Đỗ Quý Hải,Ông Đỗ Quý Hải,Ông Đỗ Quý Hải,Chủ tịch HĐQT,Chi phí mua tài sản đã trả,6.500.000.000,-,,,6500000000.0,
Bà Trần Thị Thái Bình,Bà Trần Thị Thái Bình,Bà Trần Thị Thái Bình,Cá nhân liên quan của thành viên chủ chốt,Nhận tiền đi vay,50.000.000.000,-,,,50000000000.0,
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Cá nhân liên quan của thành viên chủ chốt,Phải thu tiền chuyển nhượng cổ phần,20.000.000.000,-,,,20000000000.0,
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Cá nhân liên quan của thành viên chủ chốt,Tiền chuyển nhượng cổ phần đã thu,20.000.000.000,-,,,20000000000.0,
