row_label_raw,row_label_full,col_0,Võn góp của chủ sở hữu VND,Chênh lệch tỷ giá hõi doái,Quỹ đầu tư phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Tổng cộng VND,numeric__Võn góp của chủ sở hữu VND,numeric__Chênh lệch tỷ giá hõi doái,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Tổng cộng VND
Điều chính phân phối lợi nhuận năm 2017 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam,Điều chính phân phối lợi nhuận năm 2017 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam,Điều chính phân phối lợi nhuận năm 2017 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam,,,,,,,,,,
Điều chính quỹ đầu tư phát triển năm 2017,Điều chính phân phối lợi nhuận năm 2017 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam > Điều chính quỹ đầu tư phát triển năm 2017,Điều chính quỹ đầu tư phát triển năm 2017,-,-,(252.550.049),252.550.049,-,,,-252550049.0,252550049.0,
Điều chính phân phối lợi nhuận về Tập đoàn năm 2017,Điều chính phân phối lợi nhuận năm 2017 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam > Điều chính phân phối lợi nhuận về Tập đoàn năm 2017,Điều chính phân phối lợi nhuận về Tập đoàn năm 2017,,,-,589.283.448,589.283.448,,,,589283448.0,589283448.0
Điều chính lợi nhuận 2017 phải nộp về Tập đoàn,Điều chính phân phối lợi nhuận năm 2017 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam > Điều chính lợi nhuận 2017 phải nộp về Tập đoàn,Điều chính lợi nhuận 2017 phải nộp về Tập đoàn,-,-,-,(841.833.497),(841.833.497),,,,-841833497.0,-841833497.0
Phân phối lợi nhuận 6 tháng đầu năm 2018 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam,Phân phối lợi nhuận 6 tháng đầu năm 2018 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam,Phân phối lợi nhuận 6 tháng đầu năm 2018 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam,,,,,,,,,,
Lợi nhuận 6 tháng đầu năm 2018 phải nộp về Tập đoàn,Phân phối lợi nhuận 6 tháng đầu năm 2018 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam > Lợi nhuận 6 tháng đầu năm 2018 phải nộp về Tập đoàn,Lợi nhuận 6 tháng đầu năm 2018 phải nộp về Tập đoàn,-,-,-,(1.621.866.384.449),(1.621.866.384.449),,,,-1621866384449.0,-1621866384449.0
Phải trả Tập đoàn,Phân phối lợi nhuận 6 tháng đầu năm 2018 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam > Phải trả Tập đoàn,Phải trả Tập đoàn,,,,(32.599.275.120),(32.599.275.120),,,,-32599275120.0,-32599275120.0
Trích quỹ đầu tư phát triển 6 tháng đầu năm 2018,Phân phối lợi nhuận 6 tháng đầu năm 2018 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam > Trích quỹ đầu tư phát triển 6 tháng đầu năm 2018,Trích quỹ đầu tư phát triển 6 tháng đầu năm 2018,-,-,70.153.310.032,(70.153.310.032),-,,,70153310032.0,-70153310032.0,
"Trích quỹ khen thưởng, phúc lợi, quỹ thưởng người quản lý 6 tháng đầu năm 2018","Phân phối lợi nhuận 6 tháng đầu năm 2018 theo Nghị quyết phê duyệt của Tập đoàn Dầu khí Việt Nam > Trích quỹ khen thưởng, phúc lợi, quỹ thưởng người quản lý 6 tháng đầu năm 2018","Trích quỹ khen thưởng, phúc lợi, quỹ thưởng người quản lý 6 tháng đầu năm 2018",-,-,-,(61.813.056.310),(61.813.056.310),,,,-61813056310.0,-61813056310.0
Điều chính hỏi tố (Thuyết minh số 36),Điều chính hỏi tố (Thuyết minh số 36),Điều chính hỏi tố (Thuyết minh số 36),,,,,,,,,,
Điều chính bổ sung lợi nhuận 6 tháng đầu năm 2018 phải nộp về Tập đoàn do điều chỉnh hỏi tố,Điều chính hỏi tố (Thuyết minh số 36) > Điều chính bổ sung lợi nhuận 6 tháng đầu năm 2018 phải nộp về Tập đoàn do điều chỉnh hỏi tố,Điều chính bổ sung lợi nhuận 6 tháng đầu năm 2018 phải nộp về Tập đoàn do điều chỉnh hỏi tố,-,-,-,(244.066.611.856),(244.066.611.856),,,,-244066611856.0,-244066611856.0
Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần,Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần,Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần,,,,,,,,,,
Chênh lệch tỷ giá do xử lý tài chính (ii),Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Chênh lệch tỷ giá do xử lý tài chính (ii),Chênh lệch tỷ giá do xử lý tài chính (ii),-,(124.277.669.208),-,-,(124.277.669.208),,-124277669208.0,,,-124277669208.0
Bù trừ chênh lệch tỷ giá do xử lý tài chính (ii),Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Bù trừ chênh lệch tỷ giá do xử lý tài chính (ii),Bù trừ chênh lệch tỷ giá do xử lý tài chính (ii),-,38.418.515.703,-,(38.418.515.703),-,,38418515703.0,,-38418515703.0,
Kết chuyển tăng vốn điều lệ,Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Kết chuyển tăng vốn điều lệ,Kết chuyển tăng vốn điều lệ,1.453.108.694.324,-,(1.308.646.206.414),(144.462.487.910),-,1453108694324.0,,-1308646206414.0,-144462487910.0,
Tăng vốn điều lệ từ cổ phiếu nhận được mà không phải trả tiền,Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Tăng vốn điều lệ từ cổ phiếu nhận được mà không phải trả tiền,Tăng vốn điều lệ từ cổ phiếu nhận được mà không phải trả tiền,191.305.728.000,-,-,-,191.305.728.000,191305728000.0,,,,191305728000.0
Kết chuyển phải trả cổ phân hóa,Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Kết chuyển phải trả cổ phân hóa,Kết chuyển phải trả cổ phân hóa,-,-,(6.923.066.631),-,(6.923.066.631),,,-6923066631.0,,-6923066631.0
Số dư tại ngày 30 tháng 6 năm 2018 (Trình bày lại),Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Số dư tại ngày 30 tháng 6 năm 2018 (Trình bày lại),Số dư tại ngày 30 tháng 6 năm 2018 (Trình bày lại),23.418.716.000.000,(85.859.153.505),-,-,23.332.856.846.495,23418716000000.0,-85859153505.0,,,23332856846495.0
Lợi nhuận trong kỳ,Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Lợi nhuận trong kỳ,Lợi nhuận trong kỳ,-,-,-,325.644.247.698,325.644.247.698,,,,325644247698.0,325644247698.0
Tạm trích quỹ đầu tư phát triển 6 tháng cuối năm 2018 (i),Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Tạm trích quỹ đầu tư phát triển 6 tháng cuối năm 2018 (i),Tạm trích quỹ đầu tư phát triển 6 tháng cuối năm 2018 (i),-,-,91.353.654.181,(91.353.654.181),-,,,91353654181.0,-91353654181.0,
"Tạm trích quỹ khen thưởng, phúc lợi 6 tháng cuối năm 2018 (i)","Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Tạm trích quỹ khen thưởng, phúc lợi 6 tháng cuối năm 2018 (i)","Tạm trích quỹ khen thưởng, phúc lợi 6 tháng cuối năm 2018 (i)",-,-,-,(11.965.126.795),(11.965.126.795),,,,-11965126795.0,-11965126795.0
Trích quỹ thưởng Người quản lý 6 tháng cuối năm 2018 (i),Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Trích quỹ thưởng Người quản lý 6 tháng cuối năm 2018 (i),Trích quỹ thưởng Người quản lý 6 tháng cuối năm 2018 (i),-,-,-,(675.000.000),(675.000.000),,,,-675000000.0,-675000000.0
Kết chuyển số dư chênh lệch tỷ giá vào kết quả kinh doanh (ii),Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Kết chuyển số dư chênh lệch tỷ giá vào kết quả kinh doanh (ii),Kết chuyển số dư chênh lệch tỷ giá vào kết quả kinh doanh (ii),-,85.859.153.505,-,-,85.859.153.505,,85859153505.0,,,85859153505.0
Số dư tại ngày 31 tháng 12 năm 2018,Xử lý tài chính tại thời điểm Tổng Công ty chính thức chuyển thành công ty cổ phần > Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,23.418.716.000.000,-,91.353.654.181,221.650.466.722,23.731.720.120.903,23418716000000.0,,91353654181.0,221650466722.0,23731720120903.0
