row_label_raw,row_label_full,col_0,VND,USD,Vàng,EUR,JPY,AUD,CAD,Khác,Tổng cộng,numeric__VND,numeric__USD,numeric__Vàng,numeric__EUR,numeric__JPY,numeric__AUD,numeric__CAD,numeric__Khác,numeric__Tổng cộng
Các khoản nợ Chính phủ và NHNN,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,505.876,-,-,-,-,-,-,-,505.876,505876.0,,,,,,,,505876.0
Tiền gửi và vay các TCTD khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,51.244.103,16.520.884,-,27.260,48.593,-,-,-,67.840.840,51244103.0,16520884.0,,27260.0,48593.0,,,,67840840.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,400.989.984,11.964.448,-,200.765,682.142,77.586,12.763,25.101,413.952.789,400989984.0,11964448.0,,200765.0,682142.0,77586.0,12763.0,25101.0,413952789.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả và vốn chủ sở hữu > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",42.945,-,-,-,17.243,-,-,-,60.188,42945.0,,,,17243.0,,,,60188.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,44.304.367,-,-,-,-,-,-,-,44.304.367,44304367.0,,,,,,,,44304367.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,22.364.907,355.976,-,19.044,7.216,11.426,8.162,5.731,22.772.462,22364907.0,355976.0,,19044.0,7216.0,11426.0,8162.0,5731.0,22772462.0
Vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Vốn chủ sở hữu,Vốn chủ sở hữu,58.438.663,-,-,-,-,-,-,-,58.438.663,58438663.0,,,,,,,,58438663.0
Tổng nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Tổng nợ phải trả và vốn chủ sở hữu,Tổng nợ phải trả và vốn chủ sở hữu,577.890.845,28.841.308,-,247.069,755.194,89.012,20.925,30.832,607.875.185,577890845.0,28841308.0,,247069.0,755194.0,89012.0,20925.0,30832.0,607875185.0
Trạng thái tiền tệ nội bảng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng,8.211.814,(3.016.932),170.271,(896),66.336,4.265,(1.032),8.264,5.442.090,8211814.0,-3016932.0,170271.0,-896.0,66336.0,4265.0,-1032.0,8264.0,5442090.0
Trạng thái tiền tệ ngoại bảng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ ngoại bảng,Trạng thái tiền tệ ngoại bảng,(16.270.680),(2.291.722),-,(233.680),(104.284),2.410,1.130,(6.383),(18.903.209),-16270680.0,-2291722.0,,-233680.0,-104284.0,2410.0,1130.0,-6383.0,-18903209.0
"Trạng thái tiền tệ nội, ngoại bảng","Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội, ngoại bảng","Trạng thái tiền tệ nội, ngoại bảng",(8.058.866),(5.308.654),170.271,(234.576),(37.948),6.675,98,1.881,(13.461.119),-8058866.0,-5308654.0,170271.0,-234576.0,-37948.0,6675.0,98.0,1881.0,-13461119.0
