row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị ghi số Triệu VND,31/12/2021 > Giá trị hợp lý Triệu VND,31/12/2020 > Giá trị ghi số Triệu VND,31/12/2020 > Giá trị hợp lý Triệu VND,numeric__31/12/2021 > Giá trị ghi số Triệu VND,numeric__31/12/2021 > Giá trị hợp lý Triệu VND,numeric__31/12/2020 > Giá trị ghi số Triệu VND,numeric__31/12/2020 > Giá trị hợp lý Triệu VND
- Tiền gửi tại NHNNVN,Được phân loại là các khoản cho vay và phải thu: > - Tiền gửi tại NHNNVN,- Tiền gửi tại NHNNVN,5.131.299,5.131.299,4.428.378,4.428.378,5131299.0,5131299.0,4428378.0,4428378.0
- Tiền gửi và cho vay các TCTD khác,Được phân loại là các khoản cho vay và phải thu: > - Tiền gửi và cho vay các TCTD khác,- Tiền gửi và cho vay các TCTD khác,17.770.233,(*),11.893.543,(*),17770233.0,,11893543.0,
- Cho vay khách hàng,Được phân loại là các khoản cho vay và phải thu: > - Cho vay khách hàng,- Cho vay khách hàng,101.370.504,(*),88.320.271,(*),101370504.0,,88320271.0,
- Các khoản phải thu,Được phân loại là các khoản cho vay và phải thu: > - Các khoản phải thu,- Các khoản phải thu,640.379,(*),4.136.308,(*),640379.0,,4136308.0,
"- Các khoản lãi, phí phải thu","Được phân loại là các khoản cho vay và phải thu: > - Các khoản lãi, phí phải thu","- Các khoản lãi, phí phải thu",2.811.443,(*),2.631.737,(*),2811443.0,,2631737.0,
Được phân loại là tài sản tài chính sẵn sàng để bán:,Được phân loại là tài sản tài chính sẵn sàng để bán:,Được phân loại là tài sản tài chính sẵn sàng để bán:,Được phân loại là tài sản tài chính sẵn sàng để bán:,Được phân loại là tài sản tài chính sẵn sàng để bán:,Được phân loại là tài sản tài chính sẵn sàng để bán:,Được phân loại là tài sản tài chính sẵn sàng để bán:,,,,
- Trái phiếu Chính phủ,Được phân loại là tài sản tài chính sẵn sàng để bán: > - Trái phiếu Chính phủ,- Trái phiếu Chính phủ,5.196.274,(*),4.993.616,(*),5196274.0,,4993616.0,
- Trái phiếu do các TCTD khác trong nước phát hành,Được phân loại là tài sản tài chính sẵn sàng để bán: > - Trái phiếu do các TCTD khác trong nước phát hành,- Trái phiếu do các TCTD khác trong nước phát hành,2.400.045,(*),1.499.943,(*),2400045.0,,1499943.0,
- Trái phiếu do các TCKT trong nước phát hành,Được phân loại là tài sản tài chính sẵn sàng để bán: > - Trái phiếu do các TCKT trong nước phát hành,- Trái phiếu do các TCKT trong nước phát hành,2.365.501,(*),643.612,(*),2365501.0,,643612.0,
"- Góp vốn, đầu tư dài hạn","Được phân loại là tài sản tài chính sẵn sàng để bán: > - Góp vốn, đầu tư dài hạn","- Góp vốn, đầu tư dài hạn",125.800,(*),114.348,(*),125800.0,,114348.0,
- Tài sản tài chính khác,Được phân loại là tài sản tài chính sẵn sàng để bán: > - Tài sản tài chính khác,- Tài sản tài chính khác,36.334,36.334,30.481,30.481,36334.0,36334.0,30481.0,30481.0
