row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Commonwealth Properties,Serenity > Commonwealth Properties,Commonwealth Properties,Thu lãi cho vay,1.461.235.623,-,,1461235623.0,
Commonwealth Properties,Serenity > Commonwealth Properties,Commonwealth Properties,Hoàn tiền mượn,-,77.886.000.000,,,77886000000.0
Commonwealth Properties,Serenity > Commonwealth Properties,Commonwealth Properties,Trả lãi vay,-,4.610.761.107,,,4610761107.0
Commonwealth Properties,Serenity > Commonwealth Properties,Commonwealth Properties,Lãi đi vay,-,648.227.408,,,648227408.0
Commonwealth Properties,Serenity > Commonwealth Properties,Commonwealth Properties,Góp vốn,-,180.000.000,,,180000000.0
Coinin,Serenity > Coinin,Coinin,Tạm ứng phát triển dự án,3.863.000.000,5.698.225.000,,3863000000.0,5698225000.0
Coinin,Serenity > Coinin,Coinin,Cung cấp dịch vụ,-,23.843.600,,,23843600.0
Công trình PĐP,Serenity > Công trình PĐP,Công trình PĐP,Góp vốn,3.243.000.000,3.663.000.000,,3243000000.0,3663000000.0
ĐK Phú Quốc,Serenity > ĐK Phú Quốc,ĐK Phú Quốc,Tiền lãi đầu tư,1.982.016.603,2.631.311.484,,1982016603.0,2631311484.0
ĐK Phú Quốc,Serenity > ĐK Phú Quốc,ĐK Phú Quốc,Tạm ứng phát triển dự án,567.000.000,228.700.000,,567000000.0,228700000.0
BDSC,Serenity > BDSC,BDSC,Sử dụng dịch vụ,1.232.000.000,1.527.000.000,,1232000000.0,1527000000.0
Cao Óc Bình Dương,Serenity > Cao Óc Bình Dương,Cao Óc Bình Dương,Lãi đi vay,483.733.272,9.754.724.862,,483733272.0,9754724862.0
Cao Óc Bình Dương,Serenity > Cao Óc Bình Dương,Cao Óc Bình Dương,Góp vốn,-,1.601.950.000.000,,,1601950000000.0
Cao Óc Bình Dương,Serenity > Cao Óc Bình Dương,Cao Óc Bình Dương,Mượn tiền,-,218.137.398.954,,,218137398954.0
Cao Óc Bình Dương,Serenity > Cao Óc Bình Dương,Cao Óc Bình Dương,Hoàn tiền mượn,-,214.278.106.184,,,214278106184.0
Cao Óc Bình Dương,Serenity > Cao Óc Bình Dương,Cao Óc Bình Dương,Thu tạm ứng,-,63.182.066.015,,,63182066015.0
Cao Óc Bình Dương,Serenity > Cao Óc Bình Dương,Cao Óc Bình Dương,Tạm ứng phát triển dự án,-,16.220.904.574,,,16220904574.0
Cao Óc Bình Dương,Serenity > Cao Óc Bình Dương,Cao Óc Bình Dương,Thanh toán chi phí lãi vay,-,13.128.344.810,,,13128344810.0
Công ty Cổ phần Khu du lịch Nghị dưỡng A,Serenity > Công ty Cổ phần Khu du lịch Nghị dưỡng A,Công ty Cổ phần Khu du lịch Nghị dưỡng A,Sử dụng dịch vụ,354.425.742,5.373.233.582,,354425742.0,5373233582.0
Phát Đạt Holdings,Serenity > Phát Đạt Holdings,Phát Đạt Holdings,Chuyển nhượng cổ phần,-,1.413.000.000.000,,,1413000000000.0
Phát Đạt Holdings,Serenity > Phát Đạt Holdings,Phát Đạt Holdings,Thu tiền từ chuyển nhượng cổ phần,-,441.215.000.000,,,441215000000.0
KCN Phát Đạt,Serenity > KCN Phát Đạt,KCN Phát Đạt,Cổ tức,-,119.542.910.359,,,119542910359.0
KCN Phát Đạt,Serenity > KCN Phát Đạt,KCN Phát Đạt,Lãi đi vay,-,76.251.708.217,,,76251708217.0
KCN Phát Đạt,Serenity > KCN Phát Đạt,KCN Phát Đạt,Thanh toán chi phí lãi vay,-,20.891.680.000,,,20891680000.0
KCN Phát Đạt,Serenity > KCN Phát Đạt,KCN Phát Đạt,Hoàn tiền mượn,-,1.105.000.000,,,1105000000.0
