row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2022VND,01/01/2022VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2022VND,numeric__01/01/2022VND
B -,B -,B -,TÀI SẢN DÀI HẠN(200 = 210+220+230+ 240+250+260),200,,5.311.264.869.258,5.175.835.584.081,,200.0,,5311264869258.0,5175835584081.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,616.920.000.000,562.672.000.000,,210.0,,616920000000.0,562672000000.0
6.,6.,6.,Phải thu dài hạn khác,216,5.5,616.920.000.000,562.672.000.000,,216.0,55.0,616920000000.0,562672000000.0
II.,II.,II.,Tài sản cố định,220,,1.194.968.853,2.385.093.942,,220.0,,1194968853.0,2385093942.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.9,1.194.968.853,2.385.093.942,,221.0,59.0,1194968853.0,2385093942.0
,,,- Nguyên giá,222,,15.548.848.786,15.548.848.786,,222.0,,15548848786.0,15548848786.0
,,,- Giá trị hao mòn lũy kế,223,,(14.353.879.933),(13.163.754.844),,223.0,,-14353879933.0,-13163754844.0
3.,3.,3.,Tài sản cố định vô hình,227,5.10,-,-,,227.0,510.0,,
,,,- Nguyên giá,228,,30.000.000,30.000.000,,228.0,,30000000.0,30000000.0
,,,- Giá trị hao mòn lũy kế,229,,(30.000.000),(30.000.000),,229.0,,-30000000.0,-30000000.0
III.,III.,III.,Bất động sản đầu tư,230,5.11,439.785.399.055,450.881.683.963,,230.0,511.0,439785399055.0,450881683963.0
1.,1.,1.,Nguyên giá,231,,538.972.869.255,538.972.869.255,,231.0,,538972869255.0,538972869255.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(99.187.470.200),(88.091.185.292),,232.0,,-99187470200.0,-88091185292.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,9.273.627.273,48.280.763.153,,240.0,,9273627273.0,48280763153.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.12,9.273.627.273,48.280.763.153,,242.0,512.0,9273627273.0,48280763153.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.13,3.902.826.320.467,3.771.942.420.467,,250.0,513.0,3902826320467.0,3771942420467.0
1.,1.,1.,Dầu tư vào công ty con,251,,3.528.999.534.370,3.180.999.534.370,,251.0,,3528999534370.0,3180999534370.0
2.,2.,2.,"Dầu tư vào công ty liên kết, liên doanh",252,,55.946.786.097,400.862.886.097,,252.0,,55946786097.0,400862886097.0
3.,3.,3.,Dầu tư góp vốn vào đơn vị khác,253,,317.880.000.000,190.080.000.000,,253.0,,317880000000.0,190080000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,341.264.553.610,339.673.622.556,,260.0,,341264553610.0,339673622556.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.8,7.264.553.610,3.513.547.042,,261.0,58.0,7264553610.0,3513547042.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,-,2.160.075.514,,262.0,,,2160075514.0
4.,4.,4.,Tài sản dài hạn khác,268,5.14,334.000.000.000,334.000.000.000,,268.0,514.0,334000000000.0,334000000000.0
TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),270,,9.619.106.618.043,9.905.071.042.106,,270.0,,9619106618043.0,9905071042106.0
