row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,31/12/2018,Đơn vị tính: VND01/01/2018,numeric__Mã số,numeric__TM,numeric__31/12/2018,numeric__Đơn vị tính: VND01/01/2018
V/ Tài sản ngắn hạn khác,V/ Tài sản ngắn hạn khác,V/ Tài sản ngắn hạn khác,150,,101.501.878.665,40.882.157.525,150.0,,101501878665.0,40882157525.0
1. Thuế GTGT được khấu trừ,1. Thuế GTGT được khấu trừ,1. Thuế GTGT được khấu trừ,152,,101.197.265.816,40.882.157.525,152.0,,101197265816.0,40882157525.0
2. Thuế và các khoản phải thu Nhà nước,2. Thuế và các khoản phải thu Nhà nước,2. Thuế và các khoản phải thu Nhà nước,153,5.16,304.612.849,-,153.0,516.0,304612849.0,
B/ TÀI SẢN DÀI HẠN,B/ TÀI SẢN DÀI HẠN,B/ TÀI SẢN DÀI HẠN,200,,2.000.506.513.968,1.314.914.981.048,200.0,,2000506513968.0,1314914981048.0
I/ Các khoản phải thu dài hạn,I/ Các khoản phải thu dài hạn,I/ Các khoản phải thu dài hạn,210,,111.903.496.000,103.366.385.000,210.0,,111903496000.0,103366385000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,5.5,111.903.496.000,103.366.385.000,216.0,55.0,111903496000.0,103366385000.0
II/ Tài sản cố định,II/ Tài sản cố định,II/ Tài sản cố định,220,,6.909.094.222,6.949.539.591,220.0,,6909094222.0,6949539591.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.9,6.909.094.222,6.949.539.591,221.0,59.0,6909094222.0,6949539591.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,12.483.825.866,11.220.180.411,222.0,,12483825866.0,11220180411.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(5.574.731.644),(4.270.640.820),223.0,,-5574731644.0,-4270640820.0
III/ Bất động sản đầu tư,III/ Bất động sản đầu tư,III/ Bất động sản đầu tư,230,,-,-,230.0,,,
IV/ Tài sản dở dang dài hạn,IV/ Tài sản dở dang dài hạn,IV/ Tài sản dở dang dài hạn,240,,12.390.073.223,45.302.288.093,240.0,,12390073223.0,45302288093.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,5.8,-,45.302.288.093,241.0,58.0,,45302288093.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,5.10,12.390.073.223,-,242.0,510.0,12390073223.0,
V/ Đầu tư tài chính dài hạn,V/ Đầu tư tài chính dài hạn,V/ Đầu tư tài chính dài hạn,250,5.12,1.867.665.804.272,1.157.578.303.175,250.0,512.0,1867665804272.0,1157578303175.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.273.926.250.000,666.943.000.000,251.0,,1273926250000.0,666943000000.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,504.239.554.272,486.070.303.175,252.0,,504239554272.0,486070303175.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,89.500.000.000,4.565.000.000,253.0,,89500000000.0,4565000000.0
VI/ Tài sản dài hạn khác,VI/ Tài sản dài hạn khác,VI/ Tài sản dài hạn khác,260,,1.638.046.251,1.718.465.189,260.0,,1638046251.0,1718465189.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.11,1.638.046.251,1.718.465.189,261.0,511.0,1638046251.0,1718465189.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,4.568.436.632.975,3.080.858.977.953,270.0,,4568436632975.0,3080858977953.0
