row_label_raw,row_label_full,col_0,Mãsố,2024VND,2023VND,numeric__Mãsố,numeric__2024VND,numeric__2023VND
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,(447.369.386),170.262.407,12.0,-447369386.0,170262407.0
,,,,(78.638.548.682),(100.907.370.799),,-78638548682.0,-100907370799.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(189.350.430.329),(214.773.723.947),14.0,-189350430329.0,-214773723947.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(267.988.979.011),(315.681.094.746),20.0,-267988979011.0,-315681094746.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua tài sản cố định,Tiền chi mua tài sản cố định,21,(1.586.321.167),(53.000.000),21.0,-1586321167.0,-53000000.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,-,363.636.364,22.0,,363636364.0
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay,Tiền chi cho vay,23,(2.131.000.000.000),(236.500.000.000),23.0,-2131000000000.0,-236500000000.0
Tiền thu hồi khoản cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi khoản cho vay,Tiền thu hồi khoản cho vay,24,2.018.794.077.093,492.055.922.907,24.0,2018794077093.0,492055922907.0
Tiền chi đầu tư vào các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư vào các công ty con,Tiền chi đầu tư vào các công ty con,25,(350.000.000.000),(740.000.000.000),25.0,-350000000000.0,-740000000000.0
Tiền thu từ hoàn trả vốn góp từ các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ hoàn trả vốn góp từ các công ty con,Tiền thu từ hoàn trả vốn góp từ các công ty con,26,-,2.699.949.000.000,26.0,,2699949000000.0
"Tiền thu lãi tiền gửi, cho vay, cổ tức và lợi nhuậnđược chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, cho vay, cổ tức và lợi nhuậnđược chia","Tiền thu lãi tiền gửi, cho vay, cổ tức và lợi nhuậnđược chia",27,701.526.131.050,122.472.880.541,27.0,701526131050.0,122472880541.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,237.733.886.976,2.338.288.439.812,30.0,237733886976.0,2338288439812.0
