row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2023VND,01/01/2023VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2023VND,numeric__01/01/2023VND
I.,I.,I.,Các khoản phải thu dài hạn,210,,227.756.000.000,616.920.000.000,,210.0,,227756000000.0,616920000000.0
5.,5.,5.,Phải thu về cho vay dài hạn,215,5.5,107.836.000.000,-,,215.0,55.0,107836000000.0,
6.,6.,6.,Phải thu dài hạn khác,216,5.6,119.920.000.000,616.920.000.000,,216.0,56.0,119920000000.0,616920000000.0
II.,II.,II.,Tài sản cố định,220,,805.726.167,1.194.968.853,,220.0,,805726167.0,1194968853.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.10,805.726.167,1.194.968.853,,221.0,510.0,805726167.0,1194968853.0
,,,- Nguyên giá,222,,14.806.516.422,15.548.848.786,,222.0,,14806516422.0,15548848786.0
,,,- Giá trị hao mòn lũy kế,223,,(14.000.790.255),(14.353.879.933),,223.0,,-14000790255.0,-14353879933.0
3.,3.,3.,Tài sản cố định vô hình,227,5.11,-,-,,227.0,511.0,,
,,,- Nguyên giá,228,,30.000.000,30.000.000,,228.0,,30000000.0,30000000.0
,,,- Giá trị hao mòn lũy kế,229,,(30.000.000),(30.000.000),,229.0,,-30000000.0,-30000000.0
III.,III.,III.,Bất động sản đầu tư,230,5.12,459.803.587.448,439.785.399.055,,230.0,512.0,459803587448.0,439785399055.0
1.,1.,1.,Nguyên giá,231,,544.167.810.703,538.972.869.255,,231.0,,544167810703.0,538972869255.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(84.364.223.255),(99.187.470.200),,232.0,,-84364223255.0,-99187470200.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,9.273.627.273,9.273.627.273,,240.0,,9273627273.0,9273627273.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.13,9.273.627.273,9.273.627.273,,242.0,513.0,9273627273.0,9273627273.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.14,3.407.644.066.926,3.902.826.320.467,,250.0,514.0,3407644066926.0,3902826320467.0
1.,1.,1.,Đầu tư vào Công ty con,251,,3.003.500.000.000,3.528.999.534.370,,251.0,,3003500000000.0,3528999534370.0
2.,2.,2.,"Đầu tư vào Công ty liên kết, liên doanh",252,,55.946.786.097,55.946.786.097,,252.0,,55946786097.0,55946786097.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,348.197.280.829,317.880.000.000,,253.0,,348197280829.0,317880000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,1.002.237.677,341.264.553.610,,260.0,,1002237677.0,341264553610.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.9,1.002.237.677,7.264.553.610,,261.0,59.0,1002237677.0,7264553610.0
4.,4.,4.,Tài sản dài hạn khác,268,5.15,-,334.000.000.000,,268.0,515.0,,334000000000.0
TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),270,,9.204.788.089.630,9.619.106.618.043,,270.0,,9204788089630.0,9619106618043.0
