row_label_raw,row_label_full,col_0,Stock code,31/12/2025,31/12/2025_1,31/12/2025_2,01/01/2025,01/01/2025_1,01/01/2025_2,numeric__Stock code,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2,numeric__01/01/2025,numeric__01/01/2025_1,numeric__01/01/2025_2
- Lai Chau Rubber JSC,- Lai Chau Rubber JSC,- Lai Chau Rubber JSC,,"837,737,046,488",,-,"837,737,046,488",,-,,,,,,,
- Dien Bien Rubber JSC,- Dien Bien Rubber JSC,- Dien Bien Rubber JSC,,"420,686,216,787",,-,"420,686,216,787",,-,,,,,,,
- Phuoc Hoa Rubber JSC (1),- Phuoc Hoa Rubber JSC (1),- Phuoc Hoa Rubber JSC (1),PHR,"1,126,494,844,800","5,280,444,585,000",-,"1,126,494,844,800","4,802,045,332,000",-,,,,,,,
- Lai Chau II Rubber JSC,- Lai Chau II Rubber JSC,- Lai Chau II Rubber JSC,,"670,092,314,721",,"(15,347,990,080)","670,092,314,721",,"(7,850,313,932)",,,,,,,
- Yen Bai Rubber JSC,- Yen Bai Rubber JSC,- Yen Bai Rubber JSC,,"349,410,546,000",,"(14,886,686,439)","349,410,546,000",,"(2,194,635,859)",,,,,,,
- Hoa Binh Rubber JSC (1),- Hoa Binh Rubber JSC (1),- Hoa Binh Rubber JSC (1),HRC,"502,951,680,000","492,307,200,000",-,"502,951,680,000","681,912,000,000",-,,,,,,,
- Rubber Trading and Tourism Services JSC,- Rubber Trading and Tourism Services JSC,- Rubber Trading and Tourism Services JSC,,"37,174,406,372",,"(37,174,406,372)","37,174,406,372",,"(25,472,641,136)",,,,,,,
- VRG Khai Hoan Rubber JSC,- VRG Khai Hoan Rubber JSC,- VRG Khai Hoan Rubber JSC,,"159,839,357,271",,-,"159,839,357,271",,-,,,,,,,
- Nghe An Rubber Investment and Development JSC,- Nghe An Rubber Investment and Development JSC,- Nghe An Rubber Investment and Development JSC,,"627,659,466,154",,-,"627,659,466,154",,-,,,,,,,
- VRG Japan Rubber Export JSC,- VRG Japan Rubber Export JSC,- VRG Japan Rubber Export JSC,,"5,274,639,336",,-,"5,274,639,336",,-,,,,,,,
- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,,"477,000,000,000",,-,"477,000,000,000",,"(6,650,424,399)",,,,,,,
,,,,"11,753,112,963,528",,"(485,005,119,031)","11,753,112,992,828",,"(491,218,318,809)",,,,,,,
