row_label_raw,row_label_full,col_0,Relation,31/12/2025,01/01/2025,numeric__Relation,numeric__31/12/2025,numeric__01/01/2025
Receivables from accrued interest,Receivables from accrued interest,Receivables from accrued interest,Receivables from accrued interest,"9,275,625,275","15,629,585,762",,,
- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,Subsidiary,-,"6,353,960,487",,,
"- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd",Subsidiary,"9,275,625,275","9,275,625,275",,,
Receivables from interest of AFD lendings,Receivables from interest of AFD lendings,Receivables from interest of AFD lendings,Receivables from interest of AFD lendings,"1,836,799,075","2,050,657,742",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,"209,859,966","248,068,461",,,
"- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd",Subsidiary,-,"22,435,759",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,-,"30,307,780",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,-,"132,487,995",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,-,"53,167,131",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,-,"45,325,889",,,
"- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd",Subsidiary,-,"226,463,716",,,
"- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd",Subsidiary,"193,825,944","222,834,043",,,
"- Quang Ngai Rubber Co., Ltd","- Quang Ngai Rubber Co., Ltd","- Quang Ngai Rubber Co., Ltd",Subsidiary,"1,291,434,262","894,970,402",,,
"- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd",Subsidiary,"141,678,903","174,596,566",,,
Receivables from centralized profit,Receivables from centralized profit,Receivables from centralized profit,Receivables from centralized profit,"630,573,898,360","757,576,415,487",,,
"- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd",Subsidiary,"19,518,987,213","176,970,066,118",,,
"- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd",Subsidiary,"45,011,718,777","149,316,160,239",,,
"- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd",Subsidiary,"72,331,203,823","79,223,915,838",,,
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"146,093,534,487","113,655,773,933",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"70,146,014,463","63,139,700,308",,,
