row_label_raw,row_label_full,col_0,Relation,31/12/2025,01/01/2025,numeric__Relation,numeric__31/12/2025,numeric__01/01/2025
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"2,395,648,591","1,097,093,346",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,"1,758,455,580","2,662,832,862",,,
"- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd",Subsidiary,"1,678,057,568","2,253,459,507",,,
"- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd",Subsidiary,"929,273,621","1,756,641,593",,,
"- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd",Subsidiary,"620,322,980","640,690,390",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"2,043,325,451","1,266,691,707",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"925,068,649","1,144,556,076",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,"1,434,836,771","797,542,120",,,
Receivables from centralized funds,Receivables from centralized funds,Receivables from centralized funds,Receivables from centralized funds,"37,757,355,107","37,502,055,936",,,
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"3,960,609,661","4,789,702,099",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"11,343,149,710","8,447,871,315",,,
"- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd",Subsidiary,"5,894,778,604","4,351,193,307",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,"1,388,421,277","1,139,976,403",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"1,171,743,985","978,201,032",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"1,512,305,409","1,792,210,407",,,
"- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd",Subsidiary,"403,033,108","722,419,617",,,
"- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd",Subsidiary,"574,654,181","384,717,005",,,
"- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd",Subsidiary,"2,234,815,748","5,655,013,852",,,
