row_label_raw,row_label_full,col_0,Chức danh,Tiền lương,Thường,Thù lao,Cộng thu nhập,numeric__Chức danh,numeric__Tiền lương,numeric__Thường,numeric__Thù lao,numeric__Cộng thu nhập
Ông Trần Ngọc Hiền,Bà Võ Thị Huyền Trang > Ông Trần Ngọc Hiền,Ông Trần Ngọc Hiền,Phó Tổng Giám đốc,715.000.000,385.000.000,-,1.100.000.000,,715000000.0,385000000.0,,1100000000.0
Ông Vũ Phi Hùng,Bà Võ Thị Huyền Trang > Ông Vũ Phi Hùng,Ông Vũ Phi Hùng,Phó Tổng Giám đốc,715.000.000,385.000.000,-,1.100.000.000,,715000000.0,385000000.0,,1100000000.0
Bà Bùi Thị Thùy,Bà Võ Thị Huyền Trang > Bà Bùi Thị Thùy,Bà Bùi Thị Thùy,Kế toán trưởng,715.000.000,385.000.000,-,1.100.000.000,,715000000.0,385000000.0,,1100000000.0
Cộng,Bà Võ Thị Huyền Trang > Cộng,Cộng,,4.745.000.000,2.555.000.000,1.131.000.000,8.431.000.000,,4745000000.0,2555000000.0,1131000000.0,8431000000.0
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,,
Ông Đỗ Quang Ngôn,Năm trước > Ông Đỗ Quang Ngôn,Ông Đỗ Quang Ngôn,Chủ tịch HĐQT,900.000.000,525.000.000,398.400.000,1.823.400.000,,900000000.0,525000000.0,398400000.0,1823400000.0
Ông Quảng Văn Viết Cương,Năm trước > Ông Quảng Văn Viết Cương,Ông Quảng Văn Viết Cương,Phó Chủ tịch HĐQT,-,-,318.700.000,318.700.000,,,,318700000.0,318700000.0
Bà Lê Thị Xuân Diệu,Năm trước > Bà Lê Thị Xuân Diệu,Bà Lê Thị Xuân Diệu,Thành viên HĐQT,-,-,185.900.000,185.900.000,,,,185900000.0,185900000.0
Ông Trần Thiện Thẻ,Năm trước > Ông Trần Thiện Thẻ,Ông Trần Thiện Thẻ,Thành viên HĐQT,-,-,185.900.000,185.900.000,,,,185900000.0,185900000.0
Ông Nguyễn Hải Hoàng,Năm trước > Ông Nguyễn Hải Hoàng,Ông Nguyễn Hải Hoàng,Trưởng Ban Kiểm soát,-,-,185.900.000,185.900.000,,,,185900000.0,185900000.0
Bà Lê Thị Thùy Dương,Năm trước > Bà Lê Thị Thùy Dương,Bà Lê Thị Thùy Dương,Thành viên Ban Kiểm soát,-,-,132.800.000,132.800.000,,,,132800000.0,132800000.0
Bà Châu Thị Vân,Năm trước > Bà Châu Thị Vân,Bà Châu Thị Vân,Thành viên Ban Kiểm soát(Miễn nhiệm ngày 19 tháng 4 năm 2024),-,-,132.800.000,132.800.000,,,,132800000.0,132800000.0
Ông Trịnh Thanh Hùng,Năm trước > Ông Trịnh Thanh Hùng,Ông Trịnh Thanh Hùng,Tổng Giám đốc,840.000.000,490.000.000,-,1.330.000.000,,840000000.0,490000000.0,,1330000000.0
Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,Thành viên HĐQT,,,,,,,,,
Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang > Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,Phó Tổng Giám đốc,660.000.000,385.000.000,185.900.000,1.230.900.000,,660000000.0,385000000.0,185900000.0,1230900000.0
Ông Trần Ngọc Hiền,Bà Võ Thị Huyền Trang > Ông Trần Ngọc Hiền,Ông Trần Ngọc Hiền,Phó Tổng Giám đốc,660.000.000,385.000.000,-,1.045.000.000,,660000000.0,385000000.0,,1045000000.0
Ông Vũ Phi Hùng,Bà Võ Thị Huyền Trang > Ông Vũ Phi Hùng,Ông Vũ Phi Hùng,Phó Tổng Giám đốc,214.545.455,110.000.000,-,324.545.455,,214545455.0,110000000.0,,324545455.0
Bà Bùi Thị Thùy,Bà Võ Thị Huyền Trang > Bà Bùi Thị Thùy,Bà Bùi Thị Thùy,Kế toán trưởng,660.000.000,385.000.000,-,1.045.000.000,,660000000.0,385000000.0,,1045000000.0
Cộng,Bà Võ Thị Huyền Trang > Cộng,Cộng,,3.934.545.455,2.280.000.000,1.726.300.000,7.940.845.455,,3934545455.0,2280000000.0,1726300000.0,7940845455.0
