row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động chính,Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ sở hữu (%)_1,Tỷ lệ quyền biểu quyết (%)_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động chính,numeric__Tỷ lệ sở hữu (%),numeric__Tỷ lệ quyền biểu quyết (%),numeric__Tỷ lệ sở hữu (%)_1,numeric__Tỷ lệ quyền biểu quyết (%)_1
12,12,12,Công ty Cổ phần Nova Princess Residence,"Phường Phú Nhuận, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"99,90","99,90","99,90","99,90",,,,99.9,99.9,99.9,99.9
13,13,13,Công ty TNHH Đầu tư và Phát triển Địa ốc Gia Huy,"Phường Phú Nhuận, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"51,00","51,00","51,00","51,00",,,,51.0,51.0,51.0,51.0
14,14,14,Công ty Cổ phần Nova Festival,"Phường Phú Nhuận, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"94,02","94,02","94,02","94,02",,,,94.02,94.02,94.02,94.02
15,15,15,Công ty TNHH Nova Lucky Palace,"Phường Phú Nhuận, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
16,16,16,Công ty Cổ phần Nova Hospitality,"Phường Sài Gòn, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
17,17,17,Công ty TNHH Bất động sản Khải Hưng,"Phường Phú Nhuận, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"98,97","100,00","100,00","100,00",,,,98.97,100.0,100.0,100.0
18,18,18,Công ty TNHH Nova Sasco,"Phường Phú Nhuận, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
19,19,19,Công ty TNHH Nova Nam Á,"Phường Đức Nhuận, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"92,71","92,71","92,71","92,71",,,,92.71,92.71,92.71,92.71
20,20,20,Công ty TNHH Nova Sagel,"Phường Đức Nhuận, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"74,00","74,00","74,00","74,00",,,,74.0,74.0,74.0,74.0
21,21,21,Công ty TNHH Nova An Phú,"Phường Sài Gòn, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"96,45","100,00","100,00","100,00",,,,96.45,100.0,100.0,100.0
22,22,22,Công ty TNHH Một thành viên Novaland Agent,"Phường Sài Gòn, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
23,23,23,Công ty TNHH Bất động sản Gia Đức,"Phường Tam Phước, Tỉnh Đồng Nai",Kinh doanh bất động sản,"53,99","53,99","100,00","100,00",,,,53.99,53.99,100.0,100.0
24,24,24,Công ty TNHH Đầu tư Bất động sản Unity,"Phường Vĩnh Hội, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
25,25,25,Công ty TNHH Bất động sản Đà Lạt Valley,"Phường Long Hưng, Tỉnh Đồng Nai",Kinh doanh bất động sản,"99,97","100,00","83,56","83,57",,,,99.97,100.0,83.56,83.57
26,26,26,Công ty TNHH Đầu tư và Phát triển BDS Nova Phúc Nguyên,"Phường Xóm Chiêu, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"99,97","99,97","99,97","99,97",,,,99.97,99.97,99.97,99.97
27,27,27,Công ty Cổ phần Dịch vụ Du lịch Hóa Thắng,"Phường Phú Thủy, Tỉnh Lâm Đồng",Dịch vụ lưu trú ngắn ngày,"95,70","95,80","95,79","95,80",,,,95.7,95.8,95.79,95.8
28,28,28,Công ty Cổ phần Nova Richstar,"Phường Phú Thạnh, Thành phố Hồ Chí Minh","Kinh doanh bất động sản, cho thuê nhà xưởng, kho","99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
29,29,29,Công ty Cổ phần Đầu tư Thương mai và Phát triển Bất động sản An Phát (tên cử: Công ty TNHH Đầu tư và Phát triển Bất động sản An Phát),"Phường Sài Gòn, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"99,93","100,00","100,00","100,00",,,,99.93,100.0,100.0,100.0
30,30,30,Công ty Cổ phần Đầu tư và Thương mai Nhà Rồng,"Phường Xóm Chiêu, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
31,31,31,Công ty TNHH Đầu tư Địa ốc Novaland Đất Tâm,"Phường Xuân Hòa, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"51,00","51,00","51,00","51,00",,,,51.0,51.0,51.0,51.0
32,32,32,Công ty Cổ phần Địa ốc Ngân Hiệp,"Xã Hồ Trâm, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"99,98","99,99","99,98","99,99",,,,99.98,99.99,99.98,99.99
33,33,33,Công ty Cổ phần Đầu tư Du lịch Trùng Dương,"Phường Tiến Thành, Tỉnh Lâm Đồng",Dịch vụ lưu trú ngắn ngày,"99,36","99,50","99,36","99,50",,,,99.36,99.5,99.36,99.5
