row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2025,Năm 2024,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025,numeric__Năm 2024
- (Tăng)/giảm hàng tồn kho,2. Điều chính cho các khoản : > - (Tăng)/giảm hàng tồn kho,- (Tăng)/giảm hàng tồn kho,10,,(31.588.720.518),(2.135.609.451.531),10.0,,-31588720518.0,-2135609451531.0
"- Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","2. Điều chính cho các khoản : > - Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","- Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",11,,(6.369.688.406.045),(12.814.210.755.554),11.0,,-6369688406045.0,-12814210755554.0
- (Tăng)/giảm chi phí trả trước,2. Điều chính cho các khoản : > - (Tăng)/giảm chi phí trả trước,- (Tăng)/giảm chi phí trả trước,12,,(270.836.630.422),2.516.656.785,12.0,,-270836630422.0,2516656785.0
- Tiền lãi vay đã trả,2. Điều chính cho các khoản : > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,,(2.636.837.475.011),(1.697.582.324.023),14.0,,-2636837475011.0,-1697582324023.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chính cho các khoản : > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,,(389.093.753.835),(569.001.384.074),15.0,,-389093753835.0,-569001384074.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chính cho các khoản : > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(6.145.392.029.996),(5.971.178.115.653),20.0,,-6145392029996.0,-5971178115653.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác","1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác",21,,(23.793.897.176),(5.666.666.667),21.0,,-23793897176.0,-5666666667.0
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác",22,,21.464.250.533,7.804.735.388,22.0,,21464250533.0,7804735388.0
"3. Tiền chỉ cho vay (tiền gửi, cho vay), mua các công cụ nợ của đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền chỉ cho vay (tiền gửi, cho vay), mua các công cụ nợ của đơn vị khác","3. Tiền chỉ cho vay (tiền gửi, cho vay), mua các công cụ nợ của đơn vị khác",23,,(11.717.380.004.537),(2.926.542.452.962),23.0,,-11717380004537.0,-2926542452962.0
"4. Tiền thu hồi cho vay (tiền gửi, cho vay), bán lại các công cụ nợ của đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu hồi cho vay (tiền gửi, cho vay), bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay (tiền gửi, cho vay), bán lại các công cụ nợ của đơn vị khác",24,,3.516.981.484.332,2.929.427.678.158,24.0,,3516981484332.0,2929427678158.0
5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,,(5.272.298.105.994),(3.700.000.000),25.0,,-5272298105994.0,-3700000000.0
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,12.676.486.129.991,2.893.613.355.323,26.0,,12676486129991.0,2893613355323.0
"7. Tiền thu từ lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 7. Tiền thu từ lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu từ lãi cho vay, cổ tức và lợi nhuận được chia",27,,1.064.907.368.041,1.315.166.727.468,27.0,,1064907368041.0,1315166727468.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,266.367.225.190,4.210.103.376.708,30.0,,266367225190.0,4210103376708.0
