row_label_raw,row_label_full,col_0,Năm nay,Kỳ trước,numeric__Năm nay,numeric__Kỳ trước
Chì nhánh Tổng Công ty Cổ phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chì nhánh Tổng Công ty Cổ phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chì nhánh Tổng Công ty Cổ phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,2.895.489.851,292.011.200,2895489851.0,292011200.0
Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,1.306.368.132,-,1306368132.0,
Công ty Cổ phần Dầu nhôn PVOil,Công ty Cổ phần Dầu nhôn PVOil,Công ty Cổ phần Dầu nhôn PVOil,1.174.036.600,223.145.400,1174036600.0,223145400.0
Ngân hàng TMCP Đại chúng Việt Nam - Chỉ nhánh Quảng Ngãi,Ngân hàng TMCP Đại chúng Việt Nam - Chỉ nhánh Quảng Ngãi,Ngân hàng TMCP Đại chúng Việt Nam - Chỉ nhánh Quảng Ngãi,699.381.420,-,699381420.0,
Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,300.000.000,-,300000000.0,
Công ty Cổ phần Đào tạo Kỹ thuật,Công ty Cổ phần Đào tạo Kỹ thuật,Công ty Cổ phần Đào tạo Kỹ thuật,296.000.000,335.000.000,296000000.0,335000000.0
Chì nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hồ Chí Minh,Chì nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hồ Chí Minh,Chì nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hồ Chí Minh,248.784.125,-,248784125.0,
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,154.313.752,1.687.022.530,154313752.0,1687022530.0
Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,100.000.000,198.409.091,100000000.0,198409091.0
Công ty Cổ phần Quản lý và Khai thác Tài sản Dầu khí,Công ty Cổ phần Quản lý và Khai thác Tài sản Dầu khí,Công ty Cổ phần Quản lý và Khai thác Tài sản Dầu khí,50.325.000,,50325000.0,
Công ty TNHH Dịch vụ Kỹ thuật Dầu khí Biển,Công ty TNHH Dịch vụ Kỹ thuật Dầu khí Biển,Công ty TNHH Dịch vụ Kỹ thuật Dầu khí Biển,-,1.598.085.000,,1598085000.0
Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,-,170.000.000,,170000000.0
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí,-,165.867.382,,165867382.0
