row_label_raw,row_label_full,Công ty TNHH Phát triển Quốc tế Thế Kỷ 21,318.648.699.887,27.635.256.000,numeric__318.648.699.887,numeric__27.635.256.000
Công ty Cổ phần Địa ốc Nhật Hoa,Công ty Cổ phần Địa ốc Nhật Hoa,Công ty Cổ phần Địa ốc Nhật Hoa,9.682.128.413,-,9682128413.0,
Công ty Cổ phần Đầu tư Địa ốc No Va,Công ty Cổ phần Đầu tư Địa ốc No Va,Công ty Cổ phần Đầu tư Địa ốc No Va,7.769.165.501,9.858.191.126,7769165501.0,9858191126.0
Công ty TNHH Mega Tie,Công ty TNHH Mega Tie,Công ty TNHH Mega Tie,3.385.643.715,33.000.000,3385643715.0,33000000.0
Công ty TNHH Sài Gòn Gôn,Công ty TNHH Sài Gòn Gôn,Công ty TNHH Sài Gòn Gôn,2.439.290.700,3.252.387.600,2439290700.0,3252387600.0
Công ty TNHH Merufa-Nova,Công ty TNHH Merufa-Nova,Công ty TNHH Merufa-Nova,1.891.862.414,-,1891862414.0,
Công ty TNHH Nova An Phú,Công ty TNHH Nova An Phú,Công ty TNHH Nova An Phú,1.427.381.778,-,1427381778.0,
Công ty Cổ phần Bắt động sản Nova Lexington,Công ty Cổ phần Bắt động sản Nova Lexington,Công ty Cổ phần Bắt động sản Nova Lexington,186.116.999,14.034.943.655,186116999.0,14034943655.0
Công ty Cổ phần The Prince Residence,Công ty Cổ phần The Prince Residence,Công ty Cổ phần The Prince Residence,157.291.765,6.956.418.390,157291765.0,6956418390.0
Công ty TNHH Đầu Tư Địa ốc Nova Saigon Royal,Công ty TNHH Đầu Tư Địa ốc Nova Saigon Royal,Công ty TNHH Đầu Tư Địa ốc Nova Saigon Royal,149.999.996,250.800.000,149999996.0,250800000.0
Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,149.999.996,224.400.000,149999996.0,224400000.0
Công ty TNHH Một thành viên Địa ốc No Va,Công ty TNHH Một thành viên Địa ốc No Va,Công ty TNHH Một thành viên Địa ốc No Va,132.000.000,-,132000000.0,
Công ty Cổ phần Nova Phù Sa,Công ty Cổ phần Nova Phù Sa,Công ty Cổ phần Nova Phù Sa,99.999.998,302.500.000,99999998.0,302500000.0
Công ty Cổ phần Đầu tư Redwood,Công ty Cổ phần Đầu tư Redwood,Công ty Cổ phần Đầu tư Redwood,99.999.998,264.000.000,99999998.0,264000000.0
Công ty Cổ phần Novagroup,Công ty Cổ phần Novagroup,Công ty Cổ phần Novagroup,83.999.996,-,83999996.0,
Công ty Cổ phần Địa ốc Thành Nhơn,Công ty Cổ phần Địa ốc Thành Nhơn,Công ty Cổ phần Địa ốc Thành Nhơn,83.999.996,26.400.000,83999996.0,26400000.0
Công ty Cổ phần Địa ốc Nova Mỹ Đình,Công ty Cổ phần Địa ốc Nova Mỹ Đình,Công ty Cổ phần Địa ốc Nova Mỹ Đình,83.999.996,26.400.000,83999996.0,26400000.0
Công ty TNHH No Va Thảo Điền,Công ty TNHH No Va Thảo Điền,Công ty TNHH No Va Thảo Điền,83.999.996,13.200.000,83999996.0,13200000.0
Công ty Cổ phần Ngôi Nhà Mega,Công ty Cổ phần Ngôi Nhà Mega,Công ty Cổ phần Ngôi Nhà Mega,83.999.996,13.200.000,83999996.0,13200000.0
Công ty TNHH Bắt động sản Bách Hợp,Công ty TNHH Bắt động sản Bách Hợp,Công ty TNHH Bắt động sản Bách Hợp,77.399.996,-,77399996.0,
Công ty TNHH Đầu tư Vĩnh Hội,Công ty TNHH Đầu tư Vĩnh Hội,Công ty TNHH Đầu tư Vĩnh Hội,70.799.996,-,70799996.0,
Công ty Cổ phần Nova Nippon,Công ty Cổ phần Nova Nippon,Công ty Cổ phần Nova Nippon,66.000.000,302.500.000,66000000.0,302500000.0
Công ty Cổ phần Nova Hospitality,Công ty Cổ phần Nova Hospitality,Công ty Cổ phần Nova Hospitality,66.000.000,-,66000000.0,
Công ty TNHH Bắt động sản Gia Đức,Công ty TNHH Bắt động sản Gia Đức,Công ty TNHH Bắt động sản Gia Đức,55.999.997,-,55999997.0,
Công ty TNHH Nova Property Management,Công ty TNHH Nova Property Management,Công ty TNHH Nova Property Management,41.303.886,-,41303886.0,
Công ty TNHH Đầu tư và Phát triển Bắt động sản Sun City,Công ty TNHH Đầu tư và Phát triển Bắt động sản Sun City,Công ty TNHH Đầu tư và Phát triển Bắt động sản Sun City,37.800.000,-,37800000.0,
Công ty Cổ phần Đầu tư Phát triển Bắt động sản Bình An,Công ty Cổ phần Đầu tư Phát triển Bắt động sản Bình An,Công ty Cổ phần Đầu tư Phát triển Bắt động sản Bình An,-,8.021.428.250,,8021428250.0
Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,-,236.500.000,,236500000.0
Công ty TNHH Bắt động sản Hưng Đức,Công ty TNHH Bắt động sản Hưng Đức,Công ty TNHH Bắt động sản Hưng Đức,-,231.000.000,,231000000.0
Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Hà An,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Hà An,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Hà An,-,27.500.000,,27500000.0
