row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,(798.960.863.057),(579.758.818.599),,-798960863057.0,-579758818599.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế thu nhập doanh nghiệp đã nộp,(1.167.942.963),(67.153.094.070),,-1167942963.0,-67153094070.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,411.986.928.826,(6.159.012.248.308),,411986928826.0,-6159012248308.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Chi để mua sắm, xây dựng TSCĐ và các tài sảndài hạn khác",(1.042.079.304.474),(160.785.964.624),,-1042079304474.0,-160785964624.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Thu từ thanh lý, nhượng bán TSCĐ và tài sảndài hạn khác",3.782.828.295,10.245.671.963,,3782828295.0,10245671963.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Chi cho vay, mua các công cụ nợ của đơn vị khác",(898.268.929.392),(2.912.909.048.050),,-898268929392.0,-2912909048050.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",1.978.105.773.232,2.348.466.894.228,,1978105773232.0,2348466894228.0
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Chi đầu tư góp vốn vào đơn vị khác,(7.497.424.490.000),(5.187.538.384.000),,-7497424490000.0,-5187538384000.0
26,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Thu hồi đầu tư góp vốn vào đơn vị khác,669.138.898.895,2.053.093.700.000,,669138898895.0,2053093700000.0
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Thu lãi cho vay, cổ tức và lợi nhuận được chia",1.337.650.118.231,1.362.270.232.641,,1337650118231.0,1362270232641.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,(5.449.095.105.213),(2.487.156.897.842),,-5449095105213.0,-2487156897842.0
