row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
Những thay đổi về tài sản hoạt động Giảm/(tăng) các khoản tiền gửi và cho vay các TCTD khác,Chi phí lãi và các chi phí tương tự đã trả > Những thay đổi về tài sản hoạt động Giảm/(tăng) các khoản tiền gửi và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động Giảm/(tăng) các khoản tiền gửi và cho vay các TCTD khác,1.945.505.092.769,(2.431.655.639.079),,1945505092769.0,-2431655639079.0,
(Tăng)/giảm các khoản về kinh doanh chứng khoán,Chi phí lãi và các chi phí tương tự đã trả > (Tăng)/giảm các khoản về kinh doanh chứng khoán,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(12.338.249.152.057),1.013.315.301.789,,-12338249152057.0,1013315301789.0,
Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Chi phí lãi và các chi phí tương tự đã trả > Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,5.214.837.167,(8.781.902.746),,5214837167.0,-8781902746.0,
Tăng các khoản cho vay khách hàng,Chi phí lãi và các chi phí tương tự đã trả > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,(18.537.145.094.431),(14.774.389.557.785),,-18537145094431.0,-14774389557785.0,
Giảm nguồn dự phòng để bù đắp tồn thất,Chi phí lãi và các chi phí tương tự đã trả > Giảm nguồn dự phòng để bù đắp tồn thất,Giảm nguồn dự phòng để bù đắp tồn thất,(1.048.585.006.124),(773.403.480.307),,-1048585006124.0,-773403480307.0,
(Tăng)/giảm khác về tài sản hoạt động,Chi phí lãi và các chi phí tương tự đã trả > (Tăng)/giảm khác về tài sản hoạt động,(Tăng)/giảm khác về tài sản hoạt động,(2.491.952.011.813),598.088.142.277,,-2491952011813.0,598088142277.0,
Những thay đổi về công nợ hoạt động Giảm các khoản nợ Chính phủ và NHNN,Chi phí lãi và các chi phí tương tự đã trả > Những thay đổi về công nợ hoạt động Giảm các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động Giảm các khoản nợ Chính phủ và NHNN,(18.066.016.177),(1.299.113.521.915),,-18066016177.0,-1299113521915.0,
"Tăng các khoản tiền gửi, tiền vay các TCTD","Chi phí lãi và các chi phí tương tự đã trả > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",4.468.855.008.937,1.612.885.730.646,,4468855008937.0,1612885730646.0,
Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Chi phí lãi và các chi phí tương tự đã trả > Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),18.103.303.737.208,8.772.079.396.161,,18103303737208.0,8772079396161.0,
Tăng phát hành giấy tờ có giá,Chi phí lãi và các chi phí tương tự đã trả > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,4.569.996.517.793,3.608.165.083.487,,4569996517793.0,3608165083487.0,
"Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Chi phí lãi và các chi phí tương tự đã trả > Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",306.967.407.228,2.074.366.622.423,,306967407228.0,2074366622423.0,
Tăng khác về công nợ hoạt động,Chi phí lãi và các chi phí tương tự đã trả > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,637.871.562.922,173.158.854.475,,637871562922.0,173158854475.0,
Chi từ các quỹ của tổ chức tín dụng,Chi phí lãi và các chi phí tương tự đã trả > Chi từ các quỹ của tổ chức tín dụng,Chi từ các quỹ của tổ chức tín dụng,(2.439.800.000),(5.433.500.000),,-2439800000.0,-5433500000.0,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Chi phí lãi và các chi phí tương tự đã trả > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,681.111.750.122,2.380.999.956.282,,681111750122.0,2380999956282.0,
