row_label_raw,row_label_full,col_0,Miền NamTriệu đồng,Miền BắcTriệu đồng,Miền TrungTriệu đồng,LàoTriệu đồng,CampuchiaTriệu đồng,Tổng bộ phậnđã báo cáoTriệu đồng,Loại trừTriệu đồng,Tổng cộngTriệu đồng,numeric__Miền NamTriệu đồng,numeric__Miền BắcTriệu đồng,numeric__Miền TrungTriệu đồng,numeric__LàoTriệu đồng,numeric__CampuchiaTriệu đồng,numeric__Tổng bộ phậnđã báo cáoTriệu đồng,numeric__Loại trừTriệu đồng,numeric__Tổng cộngTriệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,,,,,,,,,,,,,
Tiền gửi tại và cho vay các TCTD khác,TÀI SẢN > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,2.143.212,4.433,1.183,26.777,32.263,2.207.868,-,2.207.868,2143212.0,4433.0,1183.0,26777.0,32263.0,2207868.0,,2207868.0
Cho vay và cho thuê tài chính khách hàng,TÀI SẢN > Cho vay và cho thuê tài chính khách hàng,Cho vay và cho thuê tài chính khách hàng,138.619.474,16.789.408,24.411.102,1.483.347,2.356.690,183.660.021,-,183.660.021,138619474.0,16789408.0,24411102.0,1483347.0,2356690.0,183660021.0,,183660021.0
Đầu tư,TÀI SẢN > Đầu tư,Đầu tư,40.367.385,-,-,-,547,40.367.932,-,40.367.932,40367385.0,,,,547.0,40367932.0,,40367932.0
Tài sản khác,TÀI SẢN > Tài sản khác,Tài sản khác,61.489.744,1.739.288,1.850.131,698.240,581.430,66.358.833,(561.918),65.796.915,61489744.0,1739288.0,1850131.0,698240.0,581430.0,66358833.0,-561918.0,65796915.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,242.619.815,18.533.129,26.262.416,2.208.364,2.970.930,292.594.654,(561.918),292.032.736,242619815.0,18533129.0,26262416.0,2208364.0,2970930.0,292594654.0,-561918.0,292032736.0
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,,,,,,,,,,,,,
Tiền gửi và vay các TCTD khác,NỘ PHẢI TRẢ > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,2.397.018,360,6.845,85.787,464.063,2.954.073,-,2.954.073,2397018.0,360.0,6845.0,85787.0,464063.0,2954073.0,,2954073.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,190.187.099,42.203.618,26.419.912,1.018.911,1.165.205,260.994.745,-,260.994.745,190187099.0,42203618.0,26419912.0,1018911.0,1165205.0,260994745.0,,260994745.0
Nợ phải trả khác,NỘ PHẢI TRẢ > Nợ phải trả khác,Nợ phải trả khác,5.391.896,672.421,423.372,41.373,36.279,6.565.341,(561.918),6.003.423,5391896.0,672421.0,423372.0,41373.0,36279.0,6565341.0,-561918.0,6003423.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,197.976.013,42.876.399,26.850.129,1.146.071,1.665.547,270.514.159,(561.918),269.952.241,197976013.0,42876399.0,26850129.0,1146071.0,1665547.0,270514159.0,-561918.0,269952241.0
