row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,14.306.190,6.493.791,832.745,273.590,-,-,21.906.316,,,14306190.0,6493791.0,832745.0,273590.0,,,21906316.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,11.613.618,8.973.439,9.684.042,7.972.587,3.547.965,55,41.791.706,,,11613618.0,8973439.0,9684042.0,7972587.0,3547965.0,55.0,41791706.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,-,-,-,-,-,-,-,,,,,,,,,
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,185.439,-,-,-,-,-,185.439,,,185439.0,,,,,,185439.0
Phát hành giấy tờ có giá,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,18.700,5.000,30.987,14.000,-,850.000,918.687,,,18700.0,5000.0,30987.0,14000.0,,850000.0,918687.0
Các khoản nợ khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > Các khoản nợ khác,Các khoản nợ khác,-,-,306.047,220.594,232.335,168.910,52.810,-,980.696,,,306047.0,220594.0,232335.0,168910.0,52810.0,,980696.0
Tổng Nợ phải trả,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > Tổng Nợ phải trả,Tổng Nợ phải trả,-,-,26.429.995,15.692.824,10.780.110,8.429.087,3.600.775,850.055,65.782.844,,,26429995.0,15692824.0,10780110.0,8429087.0,3600775.0,850055.0,65782844.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > Mức chênh lệch nhạy cảm với lãi suất nội bảng,Mức chênh lệch nhạy cảm với lãi suất nội bảng,3.596.550,11.802.116,(14.869.090),(12.529.269),(7.092.627),(5.298.042),20.014.966,7.942.729,3.567.334,3596550.0,11802116.0,-14869090.0,-12529269.0,-7092627.0,-5298042.0,20014966.0,7942729.0,3567334.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,303.816,-,-,-,-,-,-,303.816,,303816.0,,,,,,,303816.0
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng",3.596.550,12.105.932,(14.869.090),(12.529.269),(7.092.627),(5.298.042),20.014.966,7.942.729,3.871.150,3596550.0,12105932.0,-14869090.0,-12529269.0,-7092627.0,-5298042.0,20014966.0,7942729.0,3871150.0
