row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phí dịch vụ phải trả đã bù trừ,-,16.664.252.235,,,,16664252235.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phải trả theo biên bản thỏa thuận,-,6.279.801.380,,,,6279801380.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Chuyển nhượng vốn góp,-,2.525.000.000,,,,2525000000.0
Công ty Châu Sơn,Công ty Châu Sơn > Công ty Châu Sơn,Công ty Châu Sơn,Công ty con gián tiếp,Phải thu cổ tức,-,4.240.167.263,,,,4240167263.0
Công ty PSP,Công ty Châu Sơn > Công ty PSP,Công ty PSP,Công ty con gián tiếp,Phải trả phí dịch vụ quản lý tòa nhà,12.342.681.404,16.913.399.546,,,12342681404.0,16913399546.0
Công ty PSP,Công ty Châu Sơn > Công ty PSP,Công ty PSP,Công ty con gián tiếp,Phí dịch vụ quản lý tòa nhà đã trả,16.740.782.045,47.502.944,,,16740782045.0,47502944.0
Công ty PSP,Công ty Châu Sơn > Công ty PSP,Công ty PSP,Công ty con gián tiếp,Trả phí dịch vụ quản lý tòa nhà qua bù trừ công nợ,372.882.522,10.530.818.530,,,372882522.0,10530818530.0
Công ty PSP,Công ty Châu Sơn > Công ty PSP,Công ty PSP,Công ty con gián tiếp,Tiền cho thuê mặt bằng phải thu,286.000.000,132.000.000,,,286000000.0,132000000.0
Công ty PSP,Công ty Châu Sơn > Công ty PSP,Công ty PSP,Công ty con gián tiếp,Phải thu từ chuyển nhượng bất động sản,27.007.745.280,-,,,27007745280.0,
Công ty PSP,Công ty Châu Sơn > Công ty PSP,Công ty PSP,Công ty con gián tiếp,Thu tiền từ chuyển nhượng bất động sản,27.007.745.280,-,,,27007745280.0,
