row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,13.117.073,1.431.547,-,-,-,-,14.548.620,,,13117073.0,1431547.0,,,,,14548620.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,30.783.073,23.303.714,49.395.433,22.962.374,958.839,4,127.403.437,,,30783073.0,23303714.0,49395433.0,22962374.0,958839.0,4.0,127403437.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,7.293,72,-,-,7.365,,,,,7293.0,72.0,,,7365.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,634.250,2.242.288,1.513.835,1.771.880,48.561,-,6.210.814,,,634250.0,2242288.0,1513835.0,1771880.0,48561.0,,6210814.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,4.158,686.460,312.506,459.715,366.378,22.611,-,1.851.828,,4158.0,686460.0,312506.0,459715.0,366378.0,22611.0,,1851828.0
Tổng Nợ phải trả,Nợ phải trả > Tổng Nợ phải trả,Tổng Nợ phải trả,-,4.158,45.220.856,27.290.055,51.376.276,25.100.704,1.030.011,4,150.022.064,,4158.0,45220856.0,27290055.0,51376276.0,25100704.0,1030011.0,4.0,150022064.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội bảng,Mức chênh lệch nhạy cảm với lãi suất nội bảng,6.507.323,5.284.154,601.175,24.376.013,(47.722.186),(12.245.609),19.106.972,21.091.085,16.998.927,6507323.0,5284154.0,601175.0,24376013.0,-47722186.0,-12245609.0,19106972.0,21091085.0,16998927.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Nợ phải trả > Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,61.907.913,-,-,-,-,-,-,61.907.913,,61907913.0,,,,,,,61907913.0
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng",6.507.323,67.192.067,601.175,24.376.013,(47.722.186),(12.245.609),19.106.972,21.091.085,78.906.840,6507323.0,67192067.0,601175.0,24376013.0,-47722186.0,-12245609.0,19106972.0,21091085.0,78906840.0
