row_label_raw,row_label_full,col_0,31/12/2016 > Giá trị,31/12/2016 > Dự phòng,01/01/2016 > Giá trị,01/01/2016 > Dự phòng,numeric__31/12/2016 > Giá trị,numeric__31/12/2016 > Dự phòng,numeric__01/01/2016 > Giá trị,numeric__01/01/2016 > Dự phòng
- Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),a) Ngắn hạn > - Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),- Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),330.000.000,-,-,-,330000000.0,,,
- Phải thu Công ty Cố phần Hợp Thịnh Viglacera tiền hỗ trợ giải phóng mặt bằng,a) Ngắn hạn > - Phải thu Công ty Cố phần Hợp Thịnh Viglacera tiền hỗ trợ giải phóng mặt bằng,- Phải thu Công ty Cố phần Hợp Thịnh Viglacera tiền hỗ trợ giải phóng mặt bằng,3.000.000.000,-,3.000.000.000,-,3000000000.0,,3000000000.0,
- Tiền thuê đất phải thu khách hàng trong Khu công nghiệp,a) Ngắn hạn > - Tiền thuê đất phải thu khách hàng trong Khu công nghiệp,- Tiền thuê đất phải thu khách hàng trong Khu công nghiệp,-,-,4.946.437.859,-,,,4946437859.0,
- Phải thu theo quyết toán khối lượng được nghiệm thu,a) Ngắn hạn > - Phải thu theo quyết toán khối lượng được nghiệm thu,- Phải thu theo quyết toán khối lượng được nghiệm thu,6.001.767.860,-,6.360.673.466,-,6001767860.0,,6360673466.0,
- Phải thu Công ty Cố phần Cơ khí và Xây dựng Viglacera [3],a) Ngắn hạn > - Phải thu Công ty Cố phần Cơ khí và Xây dựng Viglacera [3],- Phải thu Công ty Cố phần Cơ khí và Xây dựng Viglacera [3],5.000.000.000,-,5.000.000.000,-,5000000000.0,,5000000000.0,
- Phải thu về tiền bán hàng và hàng gửi bán,a) Ngắn hạn > - Phải thu về tiền bán hàng và hàng gửi bán,- Phải thu về tiền bán hàng và hàng gửi bán,1.071.373.583,(1.071.373.583),1.071.373.583,(1.071.373.583),1071373583.0,-1071373583.0,1071373583.0,-1071373583.0
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,5.886.925.153,(30.076.518),6.792.219.579,(7.963.468),5886925153.0,-30076518.0,6792219579.0,-7963468.0
,,,225.531.882.383,(1.101.450.101),177.198.080.118,(1.079.337.051),225531882383.0,-1101450101.0,177198080118.0,-1079337051.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"Ký cược, ký quỹ","b) Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",1.723.616.190,-,420.036.307,-,1723616190.0,,420036307.0,
Phải thu khác,b) Dài hạn > Phải thu khác,Phải thu khác,201.463.377.508,-,201.913.377.508,-,201463377508.0,,201913377508.0,
- Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) [4],b) Dài hạn > - Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) [4],- Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) [4],2.700.000.000,-,3.150.000.000,-,2700000000.0,,3150000000.0,
- Tiền đến bù giải phóng mặt bằng được trừ vào tiền thuê đất,b) Dài hạn > - Tiền đến bù giải phóng mặt bằng được trừ vào tiền thuê đất,- Tiền đến bù giải phóng mặt bằng được trừ vào tiền thuê đất,198.763.377.508,-,198.763.377.508,-,198763377508.0,,198763377508.0,
,,,203.186.993.698,-,202.333.413.815,-,203186993698.0,,202333413815.0,
c) Phải thu khác là các bên liên quan,b) Dài hạn > c) Phải thu khác là các bên liên quan,c) Phải thu khác là các bên liên quan,6.603.000.000,-,-,-,6603000000.0,,,
