row_label_raw,row_label_full,A7.23. Phải trả hoạt động giao dịch chứng khoán7.23.1.Phải trả cho Sở Giao dịch chứng khoán,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
"A.7.26. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản","A.7.26. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản > A.7.26. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản","A.7.26. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản",3.511.212.253,1.741.252.647,3511212253.0,1741252647.0
Cộng,"A.7.26. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản > Cộng",Cộng,3.511.212.253,1.741.252.647,3511212253.0,1741252647.0
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,Số cuối năm,Số đầu năm,,
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,,140.410.000,,140410000.0
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,,20.000.000,,20000000.0
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,,62.692.753,,62692753.0
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,14.550.000,,14550000.0,
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,710.000.000,,710000000.0,
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,3.916.161,,3916161.0,
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,30.757.670,,30757670.0,
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,2.697.248,,2697248.0,
A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây,19.968.000,,19968000.0,
Cộng,A 7.27. Phải trả người bánCông ty Cổ phần Thương mại NEM (NEM)Công Ty Cổ Phần Sao KimCT TNHH Phát Triển Thương Hiệu Mới Bảo ThanhCông ty TNHH TM&DV Green Star Hà NộiCông ty TNHH Schneider electric IT Việt namCông ty siêu thị Hà NộiCông ty cổ phần Thực phẩm An toàn Tâm ThànhCông Ty TNHH Kích Hóa Lóng Phú AnBan quản lý Hồ Tây > Cộng,Cộng,781.889.079,223.102.753,781889079.0,223102753.0
"A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác",Số cuối năm,Số đầu năm,,
"A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác > A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác",4.063.091.000,3.699.384.000,4063091000.0,3699384000.0
"A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác > A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác","A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác",100.499.227.036,432.319.961,100499227036.0,432319961.0
Cộng,"A 7.28. Phải trả, phải nộp khác- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn- Phải trả phải nộp khác > Cộng",Cộng,104.562.318.036,4.131.703.961,104562318036.0,4131703961.0
