row_label_raw,row_label_full,col_0,Giá trị,Số có khả năng trả nợ,Giá trị_1,Số có khả năng trả nợ_1,numeric__Giá trị,numeric__Số có khả năng trả nợ,numeric__Giá trị_1,numeric__Số có khả năng trả nợ_1
Công ty TNHH MTV Minh Đăng,Công ty TNHH MTV Minh Đăng,Công ty TNHH MTV Minh Đăng,17.966.582.114,17.966.582.114,17.966.582.114,17.966.582.114,17966582114.0,17966582114.0,17966582114.0,17966582114.0
Công Ty Cổ Phần Giao Thông Xây Dụng Số 1,Công Ty Cổ Phần Giao Thông Xây Dụng Số 1,Công Ty Cổ Phần Giao Thông Xây Dụng Số 1,13.356.138.053,13.356.138.053,17.282.608.904,17.282.608.904,13356138053.0,13356138053.0,17282608904.0,17282608904.0
Tổng công ty Xây dựng Lũng Lô,Tổng công ty Xây dựng Lũng Lô,Tổng công ty Xây dựng Lũng Lô,12.000.378.308,12.000.378.308,12.000.378.308,12.000.378.308,12000378308.0,12000378308.0,12000378308.0,12000378308.0
Công ty Cổ phần Nam Tân,Công ty Cổ phần Nam Tân,Công ty Cổ phần Nam Tân,13.243.783.828,13.243.783.828,13.243.783.828,13.243.783.828,13243783828.0,13243783828.0,13243783828.0,13243783828.0
Công ty TNHH TM & XD Lâm Tùng Phương,Công ty TNHH TM & XD Lâm Tùng Phương,Công ty TNHH TM & XD Lâm Tùng Phương,-,-,14.733.684.000,14.733.684.000,,,14733684000.0,14733684000.0
Công ty TNHH đầu tư chuyển giao công nghệ Toàn Cầu,Công ty TNHH đầu tư chuyển giao công nghệ Toàn Cầu,Công ty TNHH đầu tư chuyển giao công nghệ Toàn Cầu,989.766.330,989.766.330,28.260.801.916,28.260.801.916,989766330.0,989766330.0,28260801916.0,28260801916.0
Công ty Cổ phần xây dựng Đại Thành,Công ty Cổ phần xây dựng Đại Thành,Công ty Cổ phần xây dựng Đại Thành,3.375.133.010,3.375.133.010,3.375.133.010,3.375.133.010,3375133010.0,3375133010.0,3375133010.0,3375133010.0
Tổng Công ty Xây Dụng Hà Nội,Tổng Công ty Xây Dụng Hà Nội,Tổng Công ty Xây Dụng Hà Nội,2.254.195.200,2.254.195.200,2.254.195.200,2.254.195.200,2254195200.0,2254195200.0,2254195200.0,2254195200.0
Công ty Cổ phần Xây dựng Lũng Lô 9,Công ty Cổ phần Xây dựng Lũng Lô 9,Công ty Cổ phần Xây dựng Lũng Lô 9,4.415.429.595,4.415.429.595,4.415.429.595,4.415.429.595,4415429595.0,4415429595.0,4415429595.0,4415429595.0
Công ty TNHH Nhạc Sơn,Công ty TNHH Nhạc Sơn,Công ty TNHH Nhạc Sơn,1.413.813.206,1.413.813.206,1.413.813.206,1.413.813.206,1413813206.0,1413813206.0,1413813206.0,1413813206.0
Công ty Cổ phần ĐT Giáo dục phát triển công nghệ năng lượng VN,Công ty Cổ phần ĐT Giáo dục phát triển công nghệ năng lượng VN,Công ty Cổ phần ĐT Giáo dục phát triển công nghệ năng lượng VN,4.964.896.734,4.964.896.734,4.964.896.734,4.964.896.734,4964896734.0,4964896734.0,4964896734.0,4964896734.0
Công ty Cổ phần Tập đoàn Trì Nam,Công ty Cổ phần Tập đoàn Trì Nam,Công ty Cổ phần Tập đoàn Trì Nam,122.491.454.000,122.491.454.000,-,-,122491454000.0,122491454000.0,,
Phải trả cho các đối tượng khác,Phải trả cho các đối tượng khác,Phải trả cho các đối tượng khác,146.708.949.204,146.708.949.204,138.567.441.879,138.567.441.879,146708949204.0,146708949204.0,138567441879.0,138567441879.0
