row_label_raw,row_label_full,col_0,31/12/2021 > Trích lập dự phòng,31/12/2021 > Giá trị,01/01/2021 > Trích lập dự phòng,01/01/2021 > Giá trị,numeric__31/12/2021 > Trích lập dự phòng,numeric__31/12/2021 > Giá trị,numeric__01/01/2021 > Trích lập dự phòng,numeric__01/01/2021 > Giá trị
Xỉ nghiệp đầu tư và phát triển khu CN Bắc Chu Lai,Xỉ nghiệp đầu tư và phát triển khu CN Bắc Chu Lai,Xỉ nghiệp đầu tư và phát triển khu CN Bắc Chu Lai,278.976.912,278.976.912,278.976.912,278.976.912,278976912.0,278976912.0,278976912.0,278976912.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,1.159.029.622,53.675.597.954,1.159.029.622,17.641.823.284,1159029622.0,53675597954.0,1159029622.0,17641823284.0
Bên liên quan : (*),Bên liên quan : (*),Bên liên quan : (*),-,156.948.746.334,-,7.705.559.539,,156948746334.0,,7705559539.0
Công ty Cổ phần Tư vấn xây dựng A2Z,Công ty Cổ phần Tư vấn xây dựng A2Z,Công ty Cổ phần Tư vấn xây dựng A2Z,-,6.656.906.673,-,2.794.496.852,,6656906673.0,,2794496852.0
Công ty Cổ phần Đầu tư và xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và xây dựng ICV Việt Nam,-,-,-,1.324.856.876,,,,1324856876.0
Công ty Cổ phần BOT Trung Lương-Mỹ Thuận,Công ty Cổ phần BOT Trung Lương-Mỹ Thuận,Công ty Cổ phần BOT Trung Lương-Mỹ Thuận,-,270.000.000,-,180.000.000,,270000000.0,,180000000.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,-,822.000.000,-,348.000.000,,822000000.0,,348000000.0
Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,-,8.018.141.334,-,2.358.205.811,,8018141334.0,,2358205811.0
Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đẻo Cả,Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đẻo Cả,Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đẻo Cả,-,700.000.000,-,700.000.000,,700000000.0,,700000000.0
Công ty Cổ phần tập đoàn Đẻo Cá,Công ty Cổ phần tập đoàn Đẻo Cá,Công ty Cổ phần tập đoàn Đẻo Cá,-,140.481.698.327,-,-,,140481698327.0,,
b) Dài hạn,b) Dài hạn,b) Dài hạn,-,-,-,-,,,,
Cộng,b) Dài hạn > Cộng,Cộng,11.035.892.482,404.339.772.954,11.035.892.482,41.264.674.059,11035892482.0,404339772954.0,11035892482.0,41264674059.0
