row_label_raw,row_label_full,Bên liên quan > Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Môi quan hệ > Công ty có liên quan của ông Nguyễn Minh Giang đến ngày 30 tháng 9 năm 2021,Nội dung nghiệp vụ > Các khoản khác > Tiền lãi vay > Thanh toán tiền lãi > Cho Công ty vay tiền > Cộng,Năm 2021 > 5.504.876.712 > 95.000.000 > - > 5.599.876.712,Năm 2020 > 4.310.035.388 > - > 92.000.000.000 > 96.310.035.388,numeric__Môi quan hệ > Công ty có liên quan của ông Nguyễn Minh Giang đến ngày 30 tháng 9 năm 2021,numeric__Nội dung nghiệp vụ > Các khoản khác > Tiền lãi vay > Thanh toán tiền lãi > Cho Công ty vay tiền > Cộng,numeric__Năm 2021 > 5.504.876.712 > 95.000.000 > - > 5.599.876.712,numeric__Năm 2020 > 4.310.035.388 > - > 92.000.000.000 > 96.310.035.388
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Tiền lãi,19.397.260,102.410.959,,,19397260.0,102410959.0
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Cộng,19.397.260,102.410.959,,,19397260.0,102410959.0
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Các khoản khác,,,,,,
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Thanh toán tiền cho Công ty vay,2.000.000.000,-,,,2000000000.0,
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Thanh toán tiền lãi vay,160.027.397,-,,,160027397.0,
Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z > Công ty cổ phần Tư vấn xây dựng A2Z,Công ty cổ phần Tư vấn xây dựng A2Z,Công ty có liên quan của Thành viên BKS Phan Thị Mai,Cộng,2.160.027.397,-,,,2160027397.0,
Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả,Công ty có liên quan của Trường BKS Nguyễn Minh Giang,"Mua hàng hóa, dịch vụ",,,,,,
Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả > Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả,Công ty có liên quan của Trường BKS Nguyễn Minh Giang,Chi phí dịch vụ bảo vệ,26.288.583.743,28.765.344.409,,,26288583743.0,28765344409.0
Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả > Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả,Công ty có liên quan của Trường BKS Nguyễn Minh Giang,Cộng,26.288.583.743,28.765.344.409,,,26288583743.0,28765344409.0
Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả,Công ty có liên quan của Trường BKS Nguyễn Minh Giang,Các khoản khác,,,,,,
Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả > Công ty cổ phần An ninh Đẻo Cả,Công ty cổ phần An ninh Đẻo Cả,Công ty có liên quan của Trường BKS Nguyễn Minh Giang,Thanh toán tiền dịch vụ bảo vệ,27.144.819.152,20.857.500.000,,,27144819152.0,20857500000.0
