row_label_raw,row_label_full,CHỈ TIÊU,Diễn giải,Ngày 31 tháng 12 năm 2015 (số liệu đã trình bày trước đây),Phân loại lại,Ngày 31 tháng 12 năm 2015 (trình bày lại),numeric__Diễn giải,numeric__Ngày 31 tháng 12 năm 2015 (số liệu đã trình bày trước đây),numeric__Phân loại lại,numeric__Ngày 31 tháng 12 năm 2015 (trình bày lại)
Phải thu bán các tài sản tài chính (*),Phải thu bán các tài sản tài chính (*),Phải thu bán các tài sản tài chính (*),[3],-,5.169.979.900,5.169.979.900,,,5169979900.0,5169979900.0
"Phải thu và dự thu cố tức, tiền lãi các tài sản tài chính (*)","Phải thu và dự thu cố tức, tiền lãi các tài sản tài chính (*)","Phải thu và dự thu cố tức, tiền lãi các tài sản tài chính (*)",[3],-,9.353.388.977,9.353.388.977,,,9353388977.0,9353388977.0
Phải thu các dịch vụ công ty chứng khoán cung cấp (*),Phải thu các dịch vụ công ty chứng khoán cung cấp (*),Phải thu các dịch vụ công ty chứng khoán cung cấp (*),[3],39.359.691.208,(34.536.457.362),4.823.233.846,,39359691208.0,-34536457362.0,4823233846.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,[3],-,(3.431.111.960),(3.431.111.960),,,-3431111960.0,-3431111960.0
Dự phòng suy giảm giá trị các khoản phải thu (*),Dự phòng suy giảm giá trị các khoản phải thu (*),Dự phòng suy giảm giá trị các khoản phải thu (*),[3],-,3.278.848.232,3.278.848.232,,,3278848232.0,3278848232.0
Tạm ứng (*),Tạm ứng (*),Tạm ứng (*),[4],-,851.648.005,851.648.005,,,851648005.0,851648005.0
"Cảm cố, thế chấp, ký cược, ký quỹ ngắn hạn (*)","Cảm cố, thế chấp, ký cược, ký quỹ ngắn hạn (*)","Cảm cố, thế chấp, ký cược, ký quỹ ngắn hạn (*)",[4],233.098.670.066,(4.130.496.237),228.968.173.829,,233098670066.0,-4130496237.0,228968173829.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,[4],2.452.507.120.087,(1.274.027.469.971),1.178.479.650.116,,2452507120087.0,-1274027469971.0,1178479650116.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,,,,,,,,
Đầu tư chứng khoán dài hạn (**),B. TÀI SẢN DÀI HẠN > Đầu tư chứng khoán dài hạn (**),Đầu tư chứng khoán dài hạn (**),[2],1.405.887.447.424,(1.405.887.447.424),-,,1405887447424.0,-1405887447424.0,
Đầu tư dài hạn khác (**),B. TÀI SẢN DÀI HẠN > Đầu tư dài hạn khác (**),Đầu tư dài hạn khác (**),[2],65.000.000.000,(65.000.000.000),-,,65000000000.0,-65000000000.0,
Dự phòng giảm giá đầu tư tài chính dài hạn (**),B. TÀI SẢN DÀI HẠN > Dự phòng giảm giá đầu tư tài chính dài hạn (**),Dự phòng giảm giá đầu tư tài chính dài hạn (**),[2],(146.859.977.453),146.859.977.453,-,,-146859977453.0,146859977453.0,
Các khoản đầu tư nằm giữ đến ngày đáo hạn (*),B. TÀI SẢN DÀI HẠN > Các khoản đầu tư nằm giữ đến ngày đáo hạn (*),Các khoản đầu tư nằm giữ đến ngày đáo hạn (*),[2],-,50.000.000.000,50.000.000.000,,,50000000000.0,50000000000.0
TỔNG CỘNG TÀI SẢN,B. TÀI SẢN DÀI HẠN > TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,,13.397.481.403.920,(1.244.049.806.392),12.153.431.597.528,,13397481403920.0,-1244049806392.0,12153431597528.0
