row_label_raw,row_label_full,- Dự án kinh doanh bất động sản,525.008.713.941,124.319.171.907,numeric__525.008.713.941,numeric__124.319.171.907
"- Gói 6 CCVTTB 110kV, CCLĐ HTTT Scada, XLĐZ 110kV và TBA 110kV Bảo Lâm","- Gói 6 CCVTTB 110kV, CCLĐ HTTT Scada, XLĐZ 110kV và TBA 110kV Bảo Lâm","- Gói 6 CCVTTB 110kV, CCLĐ HTTT Scada, XLĐZ 110kV và TBA 110kV Bảo Lâm",13.740.929.043,-,13740929043.0,
- Gói 18 lô 18.6 XLĐZ từ T161-T190 Dự án ĐZ 500kV Sông Hậu - Đức Hòa,- Gói 18 lô 18.6 XLĐZ từ T161-T190 Dự án ĐZ 500kV Sông Hậu - Đức Hòa,- Gói 18 lô 18.6 XLĐZ từ T161-T190 Dự án ĐZ 500kV Sông Hậu - Đức Hòa,18.867.661.942,-,18867661942.0,
- Các công trình khác,- Các công trình khác,- Các công trình khác,224.092.184.214,209.427.765.640,224092184214.0,209427765640.0
- Hoạt động sản xuất công nghiệp,- Hoạt động sản xuất công nghiệp,- Hoạt động sản xuất công nghiệp,252.384.428.079,22.725.560.235,252384428079.0,22725560235.0
"- Gói 4 lô 4.6,4.11,4.13,4.14,4.15,4.16 CCVCCTMK ĐZ500kV Quảng Trạch - Đốc Sỏi","- Gói 4 lô 4.6,4.11,4.13,4.14,4.15,4.16 CCVCCTMK ĐZ500kV Quảng Trạch - Đốc Sỏi","- Gói 4 lô 4.6,4.11,4.13,4.14,4.15,4.16 CCVCCTMK ĐZ500kV Quảng Trạch - Đốc Sỏi",200.133.264.191,,200133264191.0,
"- Gói 4 lô 4.2,4.3,4.4,4.6,CCVCCTMK ĐZ500kV Đốc Sỏi - Pleiku 2","- Gói 4 lô 4.2,4.3,4.4,4.6,CCVCCTMK ĐZ500kV Đốc Sỏi - Pleiku 2","- Gói 4 lô 4.2,4.3,4.4,4.6,CCVCCTMK ĐZ500kV Đốc Sỏi - Pleiku 2",26.560.562.542,-,26560562542.0,
- GTCT ĐZ 230kV Hathazari- Sikalbaha,- GTCT ĐZ 230kV Hathazari- Sikalbaha,- GTCT ĐZ 230kV Hathazari- Sikalbaha,-,9.128.988.303,,9128988303.0
- 500kV Quảng Trạch - Vũng Áng (Siemens),- 500kV Quảng Trạch - Vũng Áng (Siemens),- 500kV Quảng Trạch - Vũng Áng (Siemens),5.841.630.555,-,5841630555.0,
- Các công trình khác,- Các công trình khác,- Các công trình khác,19.848.970.791,13.596.571.932,19848970791.0,13596571932.0
- Chi phí sản xuất kinh doanh dở dang khác,- Chi phí sản xuất kinh doanh dở dang khác,- Chi phí sản xuất kinh doanh dở dang khác,20.417.819.033,13.963.148.469,20417819033.0,13963148469.0
,,,1.217.101.489.013,478.959.525.897,1217101489013.0,478959525897.0
