row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,31/12/2016,Đơn vị tính: VND01/01/2016,numeric__Mã số,numeric__TM,numeric__31/12/2016,numeric__Đơn vị tính: VND01/01/2016
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(7.381.040.088),(9.017.711.144),223.0,,-7381040088.0,-9017711144.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,,-,-,227.0,,,
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,171.250.000,171.250.000,228.0,,171250000.0,171250000.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(171.250.000),(171.250.000),229.0,,-171250000.0,-171250000.0
III/ Bất động sản đầu tư,III/ Bất động sản đầu tư,III/ Bất động sản đầu tư,230,,-,-,230.0,,,
IV/ Tài sản dở dang dài hạn,IV/ Tài sản dở dang dài hạn,IV/ Tài sản dở dang dài hạn,240,,39.576.448.077,39.045.669.459,240.0,,39576448077.0,39045669459.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,V.06,39.576.448.077,39.045.669.459,241.0,,39576448077.0,39045669459.0
V/ Đầu tư tài chính dài hạn,V/ Đầu tư tài chính dài hạn,V/ Đầu tư tài chính dài hạn,250,V.08,205.612.870.977,357.285.706.000,250.0,,205612870977.0,357285706000.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,189.047.870.977,129.790.706.000,252.0,,189047870977.0,129790706000.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,16.565.000.000,227.495.000.000,253.0,,16565000000.0,227495000000.0
VI/ Tài sản dài hạn khác,VI/ Tài sản dài hạn khác,VI/ Tài sản dài hạn khác,260,,1.378.404.241,3.435.352.117,260.0,,1378404241.0,3435352117.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,,1.378.404.241,3.435.352.117,261.0,,1378404241.0,3435352117.0
VII/ Lợi thế thương mại,VII/ Lợi thế thương mại,VII/ Lợi thế thương mại,269,,-,-,269.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,2.693.511.292.483,2.110.483.402.578,270.0,,2693511292483.0,2110483402578.0
