row_label_raw,row_label_full,col_0,31/12/2017 > Tỷ lệ %sở hữu,31/12/2017 > Tỷ lệ %quyềnbiểu quyết,31/12/2017 > Giá gốcVND,31/12/2017 > Dự phòngVND,31/12/2017 > Giá trịhợp lýVND,31/12/2017 > Tỷ lệ %sở hữu_1,1/1/2017 > Tỷ lệ %quyềnbiểu quyết,1/1/2017 > Giá gốcVND,1/1/2017 > Dự phòngVND,numeric__31/12/2017 > Tỷ lệ %sở hữu,numeric__31/12/2017 > Tỷ lệ %quyềnbiểu quyết,numeric__31/12/2017 > Giá gốcVND,numeric__31/12/2017 > Dự phòngVND,numeric__31/12/2017 > Giá trịhợp lýVND,numeric__31/12/2017 > Tỷ lệ %sở hữu_1,numeric__1/1/2017 > Tỷ lệ %quyềnbiểu quyết,numeric__1/1/2017 > Giá gốcVND,numeric__1/1/2017 > Dự phòngVND
• Tổng Công ty Việt Thắng – CTCP,Công ty liên kết > • Tổng Công ty Việt Thắng – CTCP,• Tổng Công ty Việt Thắng – CTCP,"46,93%","46,93%",196.304.445.135,-,(*),"46,93%","46,93%",196.304.445.135,-,0.4693,0.4693,196304445135.0,,,0.4693,0.4693,196304445135.0,
• Các khoản đầu tư tai các công ty liên kết khác,Công ty liên kết > • Các khoản đầu tư tai các công ty liên kết khác,• Các khoản đầu tư tai các công ty liên kết khác,,,276.937.896.185,-,(*),,,269.272.056.185,-,,,276937896185.0,,,,,269272056185.0,
,,,,,1.045.808.066.642,-,,,,1.035.595.276.642,-,,,1045808066642.0,,,,,1035595276642.0,
Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,Đơn vị khác,,,,,,,,,
• Công ty Cổ phần TCE VINA DENIM,Đơn vị khác > • Công ty Cổ phần TCE VINA DENIM,• Công ty Cổ phần TCE VINA DENIM,"6,09%","6,09%",19.583.559.975,-,(*),"6,09%","6,09%",19.583.559.975,-,0.060899999999999996,0.060899999999999996,19583559975.0,,,0.060899999999999996,0.060899999999999996,19583559975.0,
• Công ty Cổ phần Đầu tư và Phát triển Bình Thắng,Đơn vị khác > • Công ty Cổ phần Đầu tư và Phát triển Bình Thắng,• Công ty Cổ phần Đầu tư và Phát triển Bình Thắng,"18,02%","18,02%",6.305.925.360,-,(*),"18,02%","18,02%",6.305.925.360,-,0.1802,0.1802,6305925360.0,,,0.1802,0.1802,6305925360.0,
• Quỹ Đầu tư Việt Nam,Đơn vị khác > • Quỹ Đầu tư Việt Nam,• Quỹ Đầu tư Việt Nam,"0,82%","0,82%",983.434.274,-,(*),"0,10%","0,10%",1.966.868.548,-,0.008199999999999999,0.008199999999999999,983434274.0,,,0.001,0.001,1966868548.0,
• Các khoản đầu tư khác,Đơn vị khác > • Các khoản đầu tư khác,• Các khoản đầu tư khác,,,25.536.838.074,-,(*),,,24.431.940.152,-,,,25536838074.0,,,,,24431940152.0,
,,,,,52.409.757.683,-,,,,52.288.294.035,-,,,52409757683.0,,,,,52288294035.0,
,,,,,3.253.171.660.395,(186.670.779.176),,,,3.178.306.455.334,(76.700.000.000),,,3253171660395.0,-186670779176.0,,,,3178306455334.0,-76700000000.0
