row_label_raw,row_label_full,STT > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Tên đơn vị > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Tỷ lệ sở hữu của Tập đoàn > 31/12/2018 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Tỷ lệ sở hữu của Tập đoàn > 1/1/2018 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Giá trị đầu tư theo mênh giá VND > 31/12/2018 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Giá trị đầu tư theo mênh giá VND > 1/1/2018 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Tên đơn vị > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Tỷ lệ sở hữu của Tập đoàn > 31/12/2018 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Tỷ lệ sở hữu của Tập đoàn > 1/1/2018 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Giá trị đầu tư theo mênh giá VND > 31/12/2018 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Giá trị đầu tư theo mênh giá VND > 1/1/2018 > Công ty liên kết của Tập đoàn Đệt May Việt Nam
11,11,11,Công ty CP May Nam Định,"30,00%","30,00%",3.600.000.000,3.600.000.000,,0.3,0.3,3600000000.0,3600000000.0
12,12,12,Công ty TNHH May mặc Xuất khẩu Tân Châu,"44,00%","44,00%",3.564.000.000,3.564.000.000,,0.44,0.44,3564000000.0,3564000000.0
13,13,13,Công ty CP Tư vấn Xây dựng và Dịch vụ Đầu tư,"23,46%","23,46%",610.000.000,610.000.000,,0.2346,0.2346,610000000.0,610000000.0
14,14,14,Tổng Công ty CP May Việt Tiến,"30,40%","30,40%",134.059.200.000,134.059.200.000,,0.304,0.304,134059200000.0,134059200000.0
15,15,15,Tổng Công ty Việt Thắng - CTCP,"46,93%","46,93%",98.550.000.000,98.550.000.000,,0.4693,0.4693,98550000000.0,98550000000.0
16,16,16,Tổng Công ty May 10 – CTCP (i),"33,82%","33,82%",102.273.980.000,63.921.240.000,,0.3382,0.3382,102273980000.0,63921240000.0
17,17,17,Công ty CP Đệt May Viễn thông Sài Gòn Vina (ii),"40,4%","30,00%",85.346.535.875,85.346.535.875,,0.40399999999999997,0.3,85346535875.0,85346535875.0
18,18,18,Công ty CP Đệt May Liên Phương,"30,77%","30,77%",95.877.720.000,95.877.720.000,,0.3077,0.3077,95877720000.0,95877720000.0
19,19,19,Công ty CP Đầu tư Vinatex Tân Tạo,"27,00%","27,00%",29.700.000.000,29.700.000.000,,0.27,0.27,29700000000.0,29700000000.0
Công ty liên kết của Công ty 8-3,Công ty liên kết của Công ty 8-3,Công ty liên kết của Công ty 8-3,Công ty liên kết của Công ty 8-3,Công ty liên kết của Công ty 8-3,Công ty liên kết của Công ty 8-3,Công ty liên kết của Công ty 8-3,Công ty liên kết của Công ty 8-3,,,,,
,,,Công ty CP Vinatex Quốc tế (iii),-,"49,00%",-,49.000.000.000,,,0.49,,49000000000.0
Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định,,,,,
20,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định > 20,20,Công ty CP May 1 Đệt Nam Định (v),"19,32%","22,45%",2.700.000.000,2.007.500.000,,0.1932,0.2245,2700000000.0,2007500000.0
21,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định > 21,21,Công ty CP Đô thị Đệt May Nam Định,"45,78%","45,78%",31.100.000.000,31.100.000.000,,0.4578,0.4578,31100000000.0,31100000000.0
22,Công ty liên kết của Tổng Công Ty CP Đệt may Nam Định > 22,22,Công ty CP May V Đệt May Nam Định (iv),"19,32%",-,1.980.000.000,-,,0.1932,,1980000000.0,
