row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Phước Tượng Phú Gia BOT > - Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Doanh thu thép,28.110.390,-,,,28110390.0,
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Phước Tượng Phú Gia BOT > - Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Cộng,29.306.754,171.838.717,,,29306754.0,171838717.0
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,"Bản hàng hóa, dịch vụ",,,,,,
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,"Doanh thu hoạt động duy tubảo dưỡng hầm, đường",2.512.359.092,5.088.431.818,,,2512359092.0,5088431818.0
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,Doanh thu vận hành trạm thu phí,8.575.953.635,8.107.520.814,,,8575953635.0,8107520814.0
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,Doanh thu trung tu,27.866.059.308,-,,,27866059308.0,
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,Cộng,38.954.372.035,13.195.952.632,,,38954372035.0,13195952632.0
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,Doanh thu hoạt động tài chính,,,,,,
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,Tạm ứng cổ tức,12.000.000.000,-,,,12000000000.0,
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,Cộng,12.000.000.000,-,,,12000000000.0,
