row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc > - Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Người có liên quan của Trường BKS Nguyễn Minh Giang đến 30 tháng 9 năm 2021,Thanh toán tiền lãi,95.000.000,190.000.000,,,95000000.0,190000000.0
- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc > - Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Người có liên quan của Trường BKS Nguyễn Minh Giang đến 30 tháng 9 năm 2021,Cho Công ty vay tiền,-,92.000.000.000,,,,92000000000.0
- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc > - Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Người có liên quan của Trường BKS Nguyễn Minh Giang đến 30 tháng 9 năm 2021,Cộng,95.000.000,92.190.000.000,,,95000000.0,92190000000.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,"Bán hàng hóa, dịch vụ",,,,,,
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Doanh thu cho thuê xe,381.818.184,1.190.909.107,,,381818184.0,1190909107.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Doanh thu cho thuê bất động sản,-,2.386.866.365,,,,2386866365.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Doanh thu cung cấp dịch vụ,8.439.127.235,1.208.527.000,,,8439127235.0,1208527000.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Cộng,8.820.945.419,4.786.302.472,,,8820945419.0,4786302472.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Chi phí tài chính,,,,,,
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Lãi vay,19.397.260,102.410.959,,,19397260.0,102410959.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Cộng,19.397.260,102.410.959,,,19397260.0,102410959.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Giao dịch khác,,,,,,
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Thanh toán tiền vay,2.000.000.000,-,,,2000000000.0,
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Thanh toán tiền lãi vay,160.027.397,-,,,160027397.0,
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Cộng,2.160.027.397,-,,,2160027397.0,
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,58,,,,58.0,,
