row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2024Triệu đồng,Năm 2023Triệu đồng,numeric__Thuyết minh,numeric__Năm 2024Triệu đồng,numeric__Năm 2023Triệu đồng
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
Giảm/(tăng) các khoản tiền gửi và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > Giảm/(tăng) các khoản tiền gửi và cho vay các TCTD khác,Giảm/(tăng) các khoản tiền gửi và cho vay các TCTD khác,,4.678.323,(5.581.091),,4678323.0,-5581091.0
Giảm/(tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(tăng) các khoản về kinh doanh chứng khoán,Giảm/(tăng) các khoản về kinh doanh chứng khoán,,39.520.021,(15.071.380),,39520021.0,-15071380.0
Tăng các khoản cho vay khách hàng và mua nợ,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng và mua nợ,Tăng các khoản cho vay khách hàng và mua nợ,,(129.369.500),(132.240.812),,-129369500.0,-132240812.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (cho vay khách hàng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (cho vay khách hàng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (cho vay khách hàng, chứng khoán, đầu tư dài hạn)",,(23.511.227),(19.444.959),,-23511227.0,-19444959.0
Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,,22.837.018,1.051.359,,22837018.0,1051359.0
Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,,
(Giảm)/tăng các khoản nợ Chính phủ và NHNN,Những thay đổi về nợ phải trả hoạt động > (Giảm)/tăng các khoản nợ Chính phủ và NHNN,(Giảm)/tăng các khoản nợ Chính phủ và NHNN,,(4.112.598),2.189.078,,-4112598.0,2189078.0
"Tăng các khoản tiền gửi, tiền vay từ các TCTC, các TCTD khác","Những thay đổi về nợ phải trả hoạt động > Tăng các khoản tiền gửi, tiền vay từ các TCTC, các TCTD khác","Tăng các khoản tiền gửi, tiền vay từ các TCTC, các TCTD khác",,45.399.770,16.107.535,,45399770.0,16107535.0
Tăng tiền gửi của khách hàng,Những thay đổi về nợ phải trả hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,43.298.167,139.216.964,,43298167.0,139216964.0
Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về nợ phải trả hoạt động > Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,19.188.392,(15.912.662),,19188392.0,-15912662.0
"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Những thay đổi về nợ phải trả hoạt động > Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,(11.151),(25.005),,-11151.0,-25005.0
Tăng/(giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về nợ phải trả hoạt động > Tăng/(giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng/(giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,27.665,(14.977),,27665.0,-14977.0
(Giảm)/tăng khác về công nợ hoạt động,Những thay đổi về nợ phải trả hoạt động > (Giảm)/tăng khác về công nợ hoạt động,(Giảm)/tăng khác về công nợ hoạt động,,(2.888.206),4.952.988,,-2888206.0,4952988.0
Lưu chuyển tiền thuần tử hoạt động kinh doanh,Những thay đổi về nợ phải trả hoạt động > Lưu chuyển tiền thuần tử hoạt động kinh doanh,Lưu chuyển tiền thuần tử hoạt động kinh doanh,,57.316.185,11.459.579,,57316185.0,11459579.0
