row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
Thay đổi hàng tồn kho,2. Điều chính cho các khoản: > Thay đổi hàng tồn kho,Thay đổi hàng tồn kho,10,(153.860.000),(107.320.000),10.0,-153860000.0,-107320000.0
"Thay đổi các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chính cho các khoản: > Thay đổi các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Thay đổi các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(373.310.071.453),254.501.920.040,11.0,-373310071453.0,254501920040.0
Thay đổi chi phí trả trước,2. Điều chính cho các khoản: > Thay đổi chi phí trả trước,Thay đổi chi phí trả trước,12,11.737.387.683,(2.123.542.942),12.0,11737387683.0,-2123542942.0
Tiền lãi vay đã trả,2. Điều chính cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(96.907.339.413),(81.226.334.765),14.0,-96907339413.0,-81226334765.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chính cho các khoản: > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(8.075.229.843),(8.458.770.365),15.0,-8075229843.0,-8458770365.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chính cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,18.373.600.000,-,16.0,18373600000.0,
Tiền chi khác cho hoạt động kinh doanh,2. Điều chính cho các khoản: > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(11.623.317.533),(23.276.111.435),17.0,-11623317533.0,-23276111435.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chính cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,51.821.878.931,4.676.430.941,20.0,51821878931.0,4676430941.0
II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(409.000.458.960),(14.461.244.145),21.0,-409000458960.0,-14461244145.0
"2. Tiền thu thanh lý, nhượng bán TSCD và các tài sản dài hạn khác","II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu thanh lý, nhượng bán TSCD và các tài sản dài hạn khác","2. Tiền thu thanh lý, nhượng bán TSCD và các tài sản dài hạn khác",22,1.214.036.364,2.142.290.910,22.0,1214036364.0,2142290910.0
"3. Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác","II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác","3. Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác",23,(4.569.400.000.000),(4.209.700.000.000),23.0,-4569400000000.0,-4209700000000.0
"4. Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",24,3.688.439.400.000,4.066.200.000.000,24.0,3688439400000.0,4066200000000.0
5. Tiền chỉ đầu tư góp vốn vào các đơn vị khác,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Tiền chỉ đầu tư góp vốn vào các đơn vị khác,5. Tiền chỉ đầu tư góp vốn vào các đơn vị khác,25,(100.000.000.000),(300.000.000.000),25.0,-100000000000.0,-300000000000.0
6. Tiền thu hồi đầu tư vốn vào đơn vị khác,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6. Tiền thu hồi đầu tư vốn vào đơn vị khác,6. Tiền thu hồi đầu tư vốn vào đơn vị khác,26,1.416.380.907.967,-,26.0,1416380907967.0,
"7. Thu lãi tiền cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 7. Thu lãi tiền cho vay, cổ tức và lợi nhuận được chia","7. Thu lãi tiền cho vay, cổ tức và lợi nhuận được chia",27,1.946.773.390.671,1.269.804.837.216,27.0,1946773390671.0,1269804837216.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,1.974.407.276.042,813.985.883.981,30.0,1974407276042.0,813985883981.0
