row_label_raw,row_label_full,col_0,Vên gópcủa chủ sở hữuVND,Chênh lệch tỷ giáhải đãi,Quỹ đầu tưphát triểnVND,Quỹ khácchu Che vốn chủsở hữuVND,Lợi nhuậnsau thuếchuế phân phốiVND,Lợi ích cổ đôngkhông kiểm soátVND,CộngVND,numeric__Vên gópcủa chủ sở hữuVND,numeric__Chênh lệch tỷ giáhải đãi,numeric__Quỹ đầu tưphát triểnVND,numeric__Quỹ khácchu Che vốn chủsở hữuVND,numeric__Lợi nhuậnsau thuếchuế phân phốiVND,numeric__Lợi ích cổ đôngkhông kiểm soátVND,numeric__CộngVND
"Tom trích Quỹ khen thưởng, phúc lợi","Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Tom trích Quỹ khen thưởng, phúc lợi","Tom trích Quỹ khen thưởng, phúc lợi",-,-,-,-,(57.120.630.393),(132.389.607),(57.262.020.000),,,,,-57120630393.0,-132389607.0,-57262020000.0
Tom trích Quỹ đầu tư phát triển,Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Tom trích Quỹ đầu tư phát triển,Tom trích Quỹ đầu tư phát triển,-,-,1.032.000.000.000,-,(1.032.000.000.000),-,-,,,1032000000000.0,,-1032000000000.0,,
Tom trích lợi nhuận phối nộp về Tập đoàn,Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Tom trích lợi nhuận phối nộp về Tập đoàn,Tom trích lợi nhuận phối nộp về Tập đoàn,-,-,-,-,(2.362.560.772.479),-,(2.362.560.772.479),,,,,-2362560772479.0,,-2362560772479.0
Kết chuyển tăng vốn điều lệ,Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Kết chuyển tăng vốn điều lệ,Kết chuyển tăng vốn điều lệ,2.402.998.359.544,-,(2.492.998.359.544),-,-,-,-,2402998359544.0,,-2492998359544.0,,,,
Kết chuyển phải trả cổ phần hóa,Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Kết chuyển phải trả cổ phần hóa,Kết chuyển phải trả cổ phần hóa,-,-,(2.721.191.414.777),-,-,-,(2.721.191.414.777),,,-2721191414777.0,,,,-2721191414777.0
Chênh lệch tỷ giá do xử lý tài chính(i),Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Chênh lệch tỷ giá do xử lý tài chính(i),Chênh lệch tỷ giá do xử lý tài chính(i),-,(57.718.950.430),-,-,-,-,(57.718.950.430),,-57718950430.0,,,,,-57718950430.0
Diều chính lợi nhuận năm 2016 phải nộp về Tập đoàn từQuỹ đầu tư phát triển,Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Diều chính lợi nhuận năm 2016 phải nộp về Tập đoàn từQuỹ đầu tư phát triển,Diều chính lợi nhuận năm 2016 phải nộp về Tập đoàn từQuỹ đầu tư phát triển,-,-,(1.501.439.975.409),-,-,-,(1.501.439.975.409),,,-1501439975409.0,,,,-1501439975409.0
Chia cổ tức,Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Chia cổ tức,Chia cổ tức,-,-,-,-,(151.873),(1.933.082.008),(1.933.234.761),,,,,-151873.0,-1933082008.0,-1933234761.0
Điều chính thuế TRDN hoãn lợi phải trả,Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Điều chính thuế TRDN hoãn lợi phải trả,Điều chính thuế TRDN hoãn lợi phải trả,-,-,-,-,18.682.987.595,-,18.682.987.595,,,,,18682987595.0,,18682987595.0
Số dư tại ngày 30 tháng 6 năm 2018,Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Số dư tại ngày 30 tháng 6 năm 2018,Số dư tại ngày 30 tháng 6 năm 2018,31.004.995.160.000,(57.718.950.430),2.440.434.975,106.709.914,6.970.505.022,139.523.397.208,31.096.318.256.689,31004995160000.0,-57718950430.0,2440434975.0,106709914.0,6970505022.0,139523397208.0,31096318256689.0
Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 38),Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 38),Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 38),,,,,(91.180.780.985),-,(91.180.780.985),,,,,-91180780985.0,,-91180780985.0
Điều chính lợi nhuận 6 extends đầu năm 2018,Điều chính hồi tố theo Kiểm toàn Nhà nước vàThanh tra Thusé (Thuyết minh số 30) > Điều chính lợi nhuận 6 extends đầu năm 2018,Điều chính lợi nhuận 6 extends đầu năm 2018,-,-,-,-,91.180.780.985,-,91.180.780.985,,,,,91180780985.0,,91180780985.0
Điều chính phần phối lợi nhuận 6 extends đầu năm 2018 vềTây đoàn,Điều chính phần phối lợi nhuận 6 extends đầu năm 2018 vềTây đoàn,Điều chính phần phối lợi nhuận 6 extends đầu năm 2018 vềTây đoàn,-,-,-,-,-,-,-,,,,,,,
Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn năm 2017 (lil),Điều chính phần phối lợi nhuận 6 extends đầu năm 2018 vềTây đoàn > Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn năm 2017 (lil),Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn năm 2017 (lil),,,,,-,-,(2.313.000.000.000),,,,,,,-2313000000000.0
Điều chính lợi nhuận năm 2017 phải nộp về Tập đoàn từQuỹ đầu tư phát triển,Điều chính phần phối lợi nhuận 6 extends đầu năm 2018 vềTây đoàn > Điều chính lợi nhuận năm 2017 phải nộp về Tập đoàn từQuỹ đầu tư phát triển,Điều chính lợi nhuận năm 2017 phải nộp về Tập đoàn từQuỹ đầu tư phát triển,-,-,(2.313.000.000.000),-,-,-,2.313.000.000.000,,,-2313000000000.0,,,,2313000000000.0
Điều chính khoản phải trả cổ phần hóa,Điều chính phần phối lợi nhuận 6 extends đầu năm 2018 vềTây đoàn > Điều chính khoản phải trả cổ phần hóa,Điều chính khoản phải trả cổ phần hóa,-,-,2.313.000.000.000,-,-,-,-,,,2313000000000.0,,,,
Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil),Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil),Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil),,,,,-,-,-,,,,,,,
Điều chính trích Quỹ đầu tư phát triển 6 extends đầu năm2018,Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Điều chính trích Quỹ đầu tư phát triển 6 extends đầu năm2018,Điều chính trích Quỹ đầu tư phát triển 6 extends đầu năm2018,-,-,(408.191.414.777),-,-,-,408.191.414.777,,,-408191414777.0,,,,408191414777.0
Điều chính khoản phải trả cổ phần hóa,Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Điều chính khoản phải trả cổ phần hóa,Điều chính khoản phải trả cổ phần hóa,-,-,408.191.414.777,-,-,-,(6.992.275.000),,,408191414777.0,,,,-6992275000.0
"Điều chính trích Quỹ khen thưởng, phúc lợi 6 (tháng đaddu nấm 2018","Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Điều chính trích Quỹ khen thưởng, phúc lợi 6 (tháng đaddu nấm 2018","Điều chính trích Quỹ khen thưởng, phúc lợi 6 (tháng đaddu nấm 2018",,,,,(6.992.275.000),-,(6.992.275.000),,,,,-6992275000.0,,-6992275000.0
Điều chính lợi nhuận 6 tháng đaddu năm 2018 phải nộp vềTây đoàn,Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Điều chính lợi nhuận 6 tháng đaddu năm 2018 phải nộp vềTây đoàn,Điều chính lợi nhuận 6 tháng đaddu năm 2018 phải nộp vềTây đoàn,-,-,-,-,(401.199.139.777),-,(401.199.139.777),,,,,-401199139777.0,,-401199139777.0
Số dư tại ngày 30 tháng 6 năm 2018(Trình bày lại),Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Số dư tại ngày 30 tháng 6 năm 2018(Trình bày lại),Số dư tại ngày 30 tháng 6 năm 2018(Trình bày lại),31.004.996.160.000,(57.718.950.430),2.440.434.975,106.709.914,6.970.505.022,139.523.397.208,31.096.318.256.689,31004996160000.0,-57718950430.0,2440434975.0,106709914.0,6970505022.0,139523397208.0,31096318256689.0
Lợi nhuận trong kỳ,Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Lợi nhuận trong kỳ,Lợi nhuận trong kỳ,-,-,-,-,250.790.073.767,(24.650.912.046),226.139.161.721,,,,,250790073767.0,-24650912046.0,226139161721.0
Điều chính chênh lệch tỷ giá (I),Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Điều chính chênh lệch tỷ giá (I),Điều chính chênh lệch tỷ giá (I),-,57.718.950.430,-,-,-,-,57.718.950.430,,57718950430.0,,,,,57718950430.0
"Trich lập Quỹ khen thưởng, phúc lợi","Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Trich lập Quỹ khen thưởng, phúc lợi","Trich lập Quỹ khen thưởng, phúc lợi",-,-,-,-,(1.498.703.672),(301.296.328),(1.800.000.000),,,,,-1498703672.0,-301296328.0,-1800000000.0
Chia cổ tức,Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Chia cổ tức,Chia cổ tức,-,-,-,-,(25),(130.038.975),(130.039.000),,,,,-25.0,-130038975.0,-130039000.0
Số dư tại ngày 31 tháng 12 năm 2018,Điều chính theo Nghị quyết phê duyệt phần phối lợinhươn 6 extends đầu năm 2018 (lil) > Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,31.004.996.160.000,-,2.440.434.975,106.709.914,256.261.875.092,113.741.149.859,31.377.546.329.840,31004996160000.0,,2440434975.0,106709914.0,256261875092.0,113741149859.0,31377546329840.0
