row_label_raw,row_label_full,TÀI SẢN,MS,TM,31/12/2018VND,01/01/2018VND,numeric__MS,numeric__TM,numeric__31/12/2018VND,numeric__01/01/2018VND
7. Dự phòng phải thu ngắn hạn khó đòi,7. Dự phòng phải thu ngắn hạn khó đòi,7. Dự phòng phải thu ngắn hạn khó đòi,137,,-,(39.000.000.000),137.0,,,-39000000000.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,1.160.948.437.913,697.227.812.455,140.0,,1160948437913.0,697227812455.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,5.6,1.160.948.437.913,697.227.812.455,141.0,56.0,1160948437913.0,697227812455.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,79.551.679.172,73.601.129.540,150.0,,79551679172.0,73601129540.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,5.7,76.947.794,68.956.840,151.0,57.0,76947794.0,68956840.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,58.115.191.742,52.679.335.684,152.0,,58115191742.0,52679335684.0
3. Thuế và các khoản khác phải thu NN,3. Thuế và các khoản khác phải thu NN,3. Thuế và các khoản khác phải thu NN,153,5.15,21.359.539.636,20.852.837.016,153.0,515.0,21359539636.0,20852837016.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,4.348.360.319.176,3.977.134.238.738,200.0,,4348360319176.0,3977134238738.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,321.000.000.000,52.060.870.000,210.0,,321000000000.0,52060870000.0
6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,5.5,321.000.000.000,52.060.870.000,216.0,55.0,321000000000.0,52060870000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,267.957.885.399,727.972.546.717,220.0,,267957885399.0,727972546717.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.8,205.518.082.449,665.532.743.767,221.0,58.0,205518082449.0,665532743767.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,220.074.774.291,682.856.531.536,222.0,,220074774291.0,682856531536.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(14.556.691.842),(17.323.787.769),223.0,,-14556691842.0,-17323787769.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,5.9,62.439.802.950,62.439.802.950,227.0,59.0,62439802950.0,62439802950.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,62.469.802.950,62.469.802.950,228.0,,62469802950.0,62469802950.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(30.000.000),(30.000.000),229.0,,-30000000.0,-30000000.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,5.10,576.314.815.098,-,230.0,510.0,576314815098.0,
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,595.258.378.773,-,231.0,,595258378773.0,
2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(18.943.563.675),-,232.0,,-18943563675.0,
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.11,2.259.009.398.986,2.220.600.781.538,240.0,511.0,2259009398986.0,2220600781538.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,2.259.009.398.986,2.220.600.781.538,242.0,,2259009398986.0,2220600781538.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,5.12,590.730.862.467,540.003.762.758,250.0,512.0,590730862467.0,540003762758.0
"2. Đầu tư vào công ty liên kết, liên doanh","2. Đầu tư vào công ty liên kết, liên doanh","2. Đầu tư vào công ty liên kết, liên doanh",252,,464.182.401.159,387.923.762.758,252.0,,464182401159.0,387923762758.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,126.548.461.308,152.080.000.000,253.0,,126548461308.0,152080000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,333.347.357.226,436.496.277.725,260.0,,333347357226.0,436496277725.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.7,58.326.600.128,40.000.895.313,261.0,57.0,58326600128.0,40000895313.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,533.257.098,2.595.382.412,262.0,,533257098.0,2595382412.0
5. Lợi thế thương mại,5. Lợi thế thương mại,5. Lợi thế thương mại,269,5.7,274.487.500.000,393.900.000.000,269.0,57.0,274487500000.0,393900000000.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,7.398.332.179.385,6.576.023.355.231,270.0,,7398332179385.0,6576023355231.0
