row_label_raw,row_label_full,STT,CHI TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHI TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
14. (Tăng)/Giảm khác về tài sản hoạt động,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 14. (Tăng)/Giảm khác về tài sản hoạt động,14. (Tăng)/Giảm khác về tài sản hoạt động,,,(266.343),(19.849),,,-266343.0,-19849.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,
15. Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,15. Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,15. Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,,,-,-,,,,
"16. Tăng/(Giảm) tiền gửi, tiền vay các TCTD","15. Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước > 16. Tăng/(Giảm) tiền gửi, tiền vay các TCTD","16. Tăng/(Giảm) tiền gửi, tiền vay các TCTD",,,16.677.191,(3.127.335),,,16677191.0,-3127335.0
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),15. Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước > 17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,,9.391.772,9.093.052,,,9391772.0,9093052.0
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá được tính vào hoạt động tài chính),15. Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước > 18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá được tính vào hoạt động tài chính),18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá được tính vào hoạt động tài chính),,,(600.000),(300.000),,,-600000.0,-300000.0
"19. Tăng/(Giảm) vốn tài trợ, ủy thác, đầu tư, cho vay mà TCTD phải chịu rủi ro","19. Tăng/(Giảm) vốn tài trợ, ủy thác, đầu tư, cho vay mà TCTD phải chịu rủi ro","19. Tăng/(Giảm) vốn tài trợ, ủy thác, đầu tư, cho vay mà TCTD phải chịu rủi ro",,,-,-,,,,
20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,,-,-,,,,
21. Tăng/(Giảm) khác về công nợ hoạt động,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác > 21. Tăng/(Giảm) khác về công nợ hoạt động,21. Tăng/(Giảm) khác về công nợ hoạt động,,,213.108,60.376,,,213108.0,60376.0
22. Chi từ các quỹ của TCTD,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác > 22. Chi từ các quỹ của TCTD,22. Chi từ các quỹ của TCTD,,,(6.477),(11.412),,,-6477.0,-11412.0
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,20. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,,,19.457.033,2.599.649,,,19457033.0,2599649.0
