row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2023Triệu VND,2022Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2023Triệu VND,numeric__2022Triệu VND
Biến động chi phí trả trước,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,66.833,(167.974),12.0,,66833.0,-167974.0
,,,,,4.761.465,5.545.766,,,4761465.0,5545766.0
Tiền lãi vay đã trả,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(293.139),(314.988),14.0,,-293139.0,-314988.0
Thuế thu nhập doanh nghiệp đã nộp,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(576.317),(159.095),15.0,,-576317.0,-159095.0
Lưu chuyển tiền thuần từ hoạt độngkinh doanh,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt độngkinh doanh,Lưu chuyển tiền thuần từ hoạt độngkinh doanh,20,,3.892.009,5.071.683,20.0,,3892009.0,5071683.0
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"Tiền chi mua tài sản cố định, tài sảndài hạn khác và đặt cọc cho mục đích đầu tư","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua tài sản cố định, tài sảndài hạn khác và đặt cọc cho mục đích đầu tư","Tiền chi mua tài sản cố định, tài sảndài hạn khác và đặt cọc cho mục đích đầu tư",21,,(8.321.768),(2.538.150),21.0,,-8321768.0,-2538150.0
Tiền thu lại khoản đặt cọc chomục đích đầu tư,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lại khoản đặt cọc chomục đích đầu tư,Tiền thu lại khoản đặt cọc chomục đích đầu tư,21,,816.956,336.000,21.0,,816956.0,336000.0
Tiền thu từ thanh lý tài sản cố định vàtài sản dài hạn khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định vàtài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định vàtài sản dài hạn khác,22,,4.462,38.468,22.0,,4462.0,38468.0
Tiền chi mua các công cụ nợ củacác đơn vị khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua các công cụ nợ củacác đơn vị khác,Tiền chi mua các công cụ nợ củacác đơn vị khác,23,,(2.923.445),(109.394),23.0,,-2923445.0,-109394.0
Tiền bán lại các công cụ nợ củacác đơn vị khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền bán lại các công cụ nợ củacác đơn vị khác,Tiền bán lại các công cụ nợ củacác đơn vị khác,24,,1.956.182,502.152,24.0,,1956182.0,502152.0
Tiền chi đầu tư góp vốn vào một công ty con,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào một công ty con,Tiền chi đầu tư góp vốn vào một công ty con,25,,(6.645),-,25.0,,-6645.0,
"Tiền thu lãi tiền gửi, lãi cho vay và lãi đặt cọc","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, lãi cho vay và lãi đặt cọc","Tiền thu lãi tiền gửi, lãi cho vay và lãi đặt cọc",27,,953.424,443.224,27.0,,953424.0,443224.0
Lưu chuyển tiền thuần từ hoạt độngđầu tư,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt độngđầu tư,Lưu chuyển tiền thuần từ hoạt độngđầu tư,30,,(7.520.834),(1.327.700),30.0,,-7520834.0,-1327700.0
