row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
13.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,"(Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất",(26.684.066),(20.157.778),,-26684066.0,-20157778.0
14.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,Giảm/(tăng) khác về tài sản hoạt động,24.801.025,(32.669.400),,24801025.0,-32669400.0
,,,Những thay đối về công nợ hoạt động,191.107.275,254.025.966,,191107275.0,254025966.0
15.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,(Giảm)/tăng các khoản nợ chính phủ và NHNN,(82.965.197),71.484.898,,-82965197.0,71484898.0
16.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,"Tăng các khoản tiền gửi, tiền vay các TCTD khác",91.631.052,70.712.608,,91631052.0,70712608.0
17.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,Tăng tiền gửi của khách hàng,162.255.518,87.400.967,,162255518.0,87400967.0
18.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 18.,18.,Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),24.005.308,26.873.634,,24005308.0,26873634.0
19.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,"(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(228.202),(135.729),,-228202.0,-135729.0
20.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 20.,20.,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,552.633,-,,552633.0,
21.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 21.,21.,(Giảm) khác về công nợ hoạt động,(4.143.837),(2.310.412),,-4143837.0,-2310412.0
I.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,27.802.896,84.420.878,,27802896.0,84420878.0
