row_label_raw,row_label_full,col_0,Quả hạn triệu đồng,Không chịu lãi triệu đồng,Đến 1 tháng triệu đồng,Từ 1 - 3 tháng triệu đồng,Từ 3 - 6 tháng triệu đồng,Từ 6 - 12 tháng triệu đồng,Từ 1 - 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,numeric__Quả hạn triệu đồng,numeric__Không chịu lãi triệu đồng,numeric__Đến 1 tháng triệu đồng,numeric__Từ 1 - 3 tháng triệu đồng,numeric__Từ 3 - 6 tháng triệu đồng,numeric__Từ 6 - 12 tháng triệu đồng,numeric__Từ 1 - 5 năm triệu đồng,numeric__Trên 5 năm triệu đồng,numeric__Tổng cộng triệu đồng
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,6.039.795,22.838.484,143.175.663,117.901.854,12.181.355,12.066.127,21.853.976,22.290.152,358.347.406,6039795.0,22838484.0,143175663.0,117901854.0,12181355.0,12066127.0,21853976.0,22290152.0,358347406.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,-,-,632.894,2.000.000,-,-,-,-,2.632.894,,,632894.0,2000000.0,,,,,2632894.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,32.805.068,14.657.255,3.429.883,5.439.345,913.835,27.082,57.272.468,,,32805068.0,14657255.0,3429883.0,5439345.0,913835.0,27082.0,57272468.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,142.236.332,16.258.128,23.809.940,20.948.980,37.514.030,22.155,240.789.565,,,142236332.0,16258128.0,23809940.0,20948980.0,37514030.0,22155.0,240789565.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,4.156,4.517,120.805,190.485,-,-,319.963,,,4156.0,4517.0,120805.0,190485.0,,,319963.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,143.000,-,5.752.034,3.700.000,695.817,10.290.851,,,,143000.0,,5752034.0,3700000.0,695817.0,10290851.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,8.970.984,-,-,-,-,-,-,8.970.984,,8970984.0,,,,,,,8970984.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,8.970.984,175.678.450,33.062.900,27.360.628,32.330.844,42.127.865,745.054,320.276.725,,8970984.0,175678450.0,33062900.0,27360628.0,32330844.0,42127865.0,745054.0,320276725.0
Mức chênh nhạy cảm với lãi suất nội bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,6.039.795,13.867.500,(32.502.787),84.838.954,(15.179.273),(20.264.717),(20.273.889),21.545.098,38.070.681,6039795.0,13867500.0,-32502787.0,84838954.0,-15179273.0,-20264717.0,-20273889.0,21545098.0,38070681.0
