row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2018,Quá hạn > Ngày 31 tháng 12 năm 2018,Không chịu lãi suất > Ngày 31 tháng 12 năm 2018,Dưới 1 tháng > Ngày 31 tháng 12 năm 2018,Từ 1 đến 3 tháng > Ngày 31 tháng 12 năm 2018,Từ trên 3 đến 6 tháng > Ngày 31 tháng 12 năm 2018,Từ trên 6 đến 12 tháng > Ngày 31 tháng 12 năm 2018,Từ trên 1 đến 5 năm > Ngày 31 tháng 12 năm 2018,Trên 5 năm > Ngày 31 tháng 12 năm 2018,Tổng cộng > Ngày 31 tháng 12 năm 2018,numeric__Quá hạn > Ngày 31 tháng 12 năm 2018,numeric__Không chịu lãi suất > Ngày 31 tháng 12 năm 2018,numeric__Dưới 1 tháng > Ngày 31 tháng 12 năm 2018,numeric__Từ 1 đến 3 tháng > Ngày 31 tháng 12 năm 2018,numeric__Từ trên 3 đến 6 tháng > Ngày 31 tháng 12 năm 2018,numeric__Từ trên 6 đến 12 tháng > Ngày 31 tháng 12 năm 2018,numeric__Từ trên 1 đến 5 năm > Ngày 31 tháng 12 năm 2018,numeric__Trên 5 năm > Ngày 31 tháng 12 năm 2018,numeric__Tổng cộng > Ngày 31 tháng 12 năm 2018
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,-,-,3.074.100,-,-,-,-,-,3.074.100,,,3074100.0,,,,,,3074100.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,3.507.811,15.681.841,1.296.730,232.000,-,-,20.718.382,,,3507811.0,15681841.0,1296730.0,232000.0,,,20718382.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,780,51.221.520,101.757.295,49.843.342,14.289.407,52.886.159,-,269.998.503,,780.0,51221520.0,101757295.0,49843342.0,14289407.0,52886159.0,,269998503.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,38.198,-,-,-,-,-,-,38.198,,38198.0,,,,,,,38198.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,130.890,-,-,-,29.203,160.093,,,,130890.0,,,,29203.0,160093.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,-,3.596.000,2.527.801,2.167.117,8.290.918,,,,,,3596000.0,2527801.0,2167117.0,8290918.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,6.035.148,-,-,-,-,-,-,6.035.148,,6035148.0,,,,,,,6035148.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,6.074.126,57.803.431,117.570.026,51.140.072,18.117.407,55.413.960,2.196.320,308.315.342,,6074126.0,57803431.0,117570026.0,51140072.0,18117407.0,55413960.0,2196320.0,308315342.0
Mức chênh nhạy cảm với lãi suất - nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất - nội bảng,Mức chênh nhạy cảm với lãi suất - nội bảng,2.702.339,23.696.625,(48.393.183),107.714.033,(42.125.568),(14.063.755),(24.775.182),20.895.249,25.650.558,2702339.0,23696625.0,-48393183.0,107714033.0,-42125568.0,-14063755.0,-24775182.0,20895249.0,25650558.0
Mức chênh nhạy cảm với lãi suất - ngoại bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất - ngoại bảng,Mức chênh nhạy cảm với lãi suất - ngoại bảng,-,(9.392.780),-,-,-,-,-,-,(9.392.780),,-9392780.0,,,,,,,-9392780.0
Tổng mức chênh nhạy cảm với lãi suất,Nợ phải trả > Tổng mức chênh nhạy cảm với lãi suất,Tổng mức chênh nhạy cảm với lãi suất,2.702.339,14.303.845,(48.393.183),107.714.033,(42.125.568),(14.063.755),(24.775.182),20.895.249,16.257.778,2702339.0,14303845.0,-48393183.0,107714033.0,-42125568.0,-14063755.0,-24775182.0,20895249.0,16257778.0
