row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả) > Số đầu năm,Phải thu/(phải trả) > Tăng trong năm,Phải thu/(phải trả) > Giảm trong năm,Phải thu/(phải trả) > Số cuối năm,Đơn vị tính: VNDDoanh thu/(chi phí),numeric__Giao dịch,numeric__Phải thu/(phải trả) > Số đầu năm,numeric__Phải thu/(phải trả) > Tăng trong năm,numeric__Phải thu/(phải trả) > Giảm trong năm,numeric__Phải thu/(phải trả) > Số cuối năm,numeric__Đơn vị tính: VNDDoanh thu/(chi phí)
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Phí quản lý danh mục,116.808.959,199.840.074,(299.995.697),16.653.336,199.840.074,,116808959.0,199840074.0,-299995697.0,16653336.0,199840074.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,"Doanh thu tư vấn, dịch vụ",1.787.635.000,5.327.513.975,(4.978.850.500),2.136.298.475,4.843.194.523,,1787635000.0,5327513975.0,-4978850500.0,2136298475.0,4843194523.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Giao dịch bán chứng khoán,-,3.386.471.167.766,(3.386.471.167.766),-,6.513.173.369,,,3386471167766.0,-3386471167766.0,,6513173369.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Giao dịch mua chứng khoán,-,(3.168.935.526.766),3.168.935.526.766,-,-,,,-3168935526766.0,3168935526766.0,,
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Phí tư vấn dịch vụ,-,(154.600.000),154.600.000,-,(263.100.000),,,-154600000.0,154600000.0,,-263100000.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Cổ tức SSI,-,(48.194.727.000),48.194.727.000,-,-,,,-48194727000.0,48194727000.0,,
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,853.510.132,(853.510.132),-,776.004.348,,,853510132.0,-853510132.0,,776004348.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Phí hoa hồng phải trả,(1.160.510.884),(5.341.350.972),6.060.276.582,(441.585.274),(5.341.350.972),,-1160510884.0,-5341350972.0,6060276582.0,-441585274.0,-5341350972.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu hợp đồng tư vấn,1.312.393.222,17.739.535.107,(16.558.135.056),2.493.793.273,17.270.635.107,,1312393222.0,17739535107.0,-16558135056.0,2493793273.0,17270635107.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu tư vấn đầu tư,5.090.718.677,3.591.522.060,(5.098.608.164),3.583.632.573,3.588.456.545,,5090718677.0,3591522060.0,-5098608164.0,3583632573.0,3588456545.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Cổ tức SSI,-,(101.978.121.000),101.978.121.000,-,-,,,-101978121000.0,101978121000.0,,
