row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
15,15,15,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng các khoản phải thuGiảm hàng tồn khoTăng các khoản phải trảTăng chỉ phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,19,39.338.494.185(207.763.502.329)338.474.661.685136.697.175.271(13.943.369.891)(39.608.548.101)(183.408.265),(72.304.947.506)(258.994.431.561)54.213.608.757186.320.394.924(39.836.459.139)(121.851.754.002)(468.451.380),,19.0,,
20,20,20,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sám và xây dựngtài sản cố định (“TSCĐ”)Tiền thu từ thanh lý TSCĐTiền chỉ cho vay và tiền gửi kỳ hạnTiền thu hồi cho vay vátiền gửi kỳ hạnTiền chỉ đầu tư góp vonvào đơn vị khácTiền thu hồi đầu tư góp vonvào đơn vị khácTiền thu lãi tiền gửi và lãi cho vay,19,253.011.502.555(89.137.148.513)6.002.629.575(40.575.321.600)105.419.942.976(311.997.329.370)7.633.172.732,(252.922.039.907)(101.273.021.933)8.050.626.497(22.427.940.768)14.216.003.082-1.500.000.0008.547.521.696,,19.0,,
21,21,21,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sám và xây dựngtài sản cố định (“TSCĐ”)Tiền thu từ thanh lý TSCĐTiền chỉ cho vay và tiền gửi kỳ hạnTiền thu hồi cho vay vátiền gửi kỳ hạnTiền chỉ đầu tư góp vonvào đơn vị khácTiền thu hồi đầu tư góp vonvào đơn vị khácTiền thu lãi tiền gửi và lãi cho vay,19,253.011.502.555(89.137.148.513)6.002.629.575(40.575.321.600)105.419.942.976(311.997.329.370)7.633.172.732,(252.922.039.907)(101.273.021.933)8.050.626.497(22.427.940.768)14.216.003.082-1.500.000.0008.547.521.696,,19.0,,
22,22,22,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sám và xây dựngtài sản cố định (“TSCĐ”)Tiền thu từ thanh lý TSCĐTiền chỉ cho vay và tiền gửi kỳ hạnTiền thu hồi cho vay vátiền gửi kỳ hạnTiền chỉ đầu tư góp vonvào đơn vị khácTiền thu hồi đầu tư góp vonvào đơn vị khácTiền thu lãi tiền gửi và lãi cho vay,19,253.011.502.555(89.137.148.513)6.002.629.575(40.575.321.600)105.419.942.976(311.997.329.370)7.633.172.732,(252.922.039.907)(101.273.021.933)8.050.626.497(22.427.940.768)14.216.003.082-1.500.000.0008.547.521.696,,19.0,,
23,23,23,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sám và xây dựngtài sản cố định (“TSCĐ”)Tiền thu từ thanh lý TSCĐTiền chỉ cho vay và tiền gửi kỳ hạnTiền thu hồi cho vay vátiền gửi kỳ hạnTiền chỉ đầu tư góp vonvào đơn vị khácTiền thu hồi đầu tư góp vonvào đơn vị khácTiền thu lãi tiền gửi và lãi cho vay,19,253.011.502.555(89.137.148.513)6.002.629.575(40.575.321.600)105.419.942.976(311.997.329.370)7.633.172.732,(252.922.039.907)(101.273.021.933)8.050.626.497(22.427.940.768)14.216.003.082-1.500.000.0008.547.521.696,,19.0,,
24,24,24,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sám và xây dựngtài sản cố định (“TSCĐ”)Tiền thu từ thanh lý TSCĐTiền chỉ cho vay và tiền gửi kỳ hạnTiền thu hồi cho vay vátiền gửi kỳ hạnTiền chỉ đầu tư góp vonvào đơn vị khácTiền thu hồi đầu tư góp vonvào đơn vị khácTiền thu lãi tiền gửi và lãi cho vay,19,253.011.502.555(89.137.148.513)6.002.629.575(40.575.321.600)105.419.942.976(311.997.329.370)7.633.172.732,(252.922.039.907)(101.273.021.933)8.050.626.497(22.427.940.768)14.216.003.082-1.500.000.0008.547.521.696,,19.0,,
25,25,25,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sám và xây dựngtài sản cố định (“TSCĐ”)Tiền thu từ thanh lý TSCĐTiền chỉ cho vay và tiền gửi kỳ hạnTiền thu hồi cho vay vátiền gửi kỳ hạnTiền chỉ đầu tư góp vonvào đơn vị khácTiền thu hồi đầu tư góp vonvào đơn vị khácTiền thu lãi tiền gửi và lãi cho vay,19,253.011.502.555(89.137.148.513)6.002.629.575(40.575.321.600)105.419.942.976(311.997.329.370)7.633.172.732,(252.922.039.907)(101.273.021.933)8.050.626.497(22.427.940.768)14.216.003.082-1.500.000.0008.547.521.696,,19.0,,
26,26,26,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sám và xây dựngtài sản cố định (“TSCĐ”)Tiền thu từ thanh lý TSCĐTiền chỉ cho vay và tiền gửi kỳ hạnTiền thu hồi cho vay vátiền gửi kỳ hạnTiền chỉ đầu tư góp vonvào đơn vị khácTiền thu hồi đầu tư góp vonvào đơn vị khácTiền thu lãi tiền gửi và lãi cho vay,19,253.011.502.555(89.137.148.513)6.002.629.575(40.575.321.600)105.419.942.976(311.997.329.370)7.633.172.732,(252.922.039.907)(101.273.021.933)8.050.626.497(22.427.940.768)14.216.003.082-1.500.000.0008.547.521.696,,19.0,,
27,27,27,Lưu chuyển tiền thuần tử (sử dụngvào) hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sám và xây dựngtài sản cố định (“TSCĐ”)Tiền thu từ thanh lý TSCĐTiền chỉ cho vay và tiền gửi kỳ hạnTiền thu hồi cho vay vátiền gửi kỳ hạnTiền chỉ đầu tư góp vonvào đơn vị khácTiền thu hồi đầu tư góp vonvào đơn vị khácTiền thu lãi tiền gửi và lãi cho vay,19,253.011.502.555(89.137.148.513)6.002.629.575(40.575.321.600)105.419.942.976(311.997.329.370)7.633.172.732,(252.922.039.907)(101.273.021.933)8.050.626.497(22.427.940.768)14.216.003.082-1.500.000.0008.547.521.696,,19.0,,
30,30,30,Lưu chuyển tiền thuần sử dụngvào hoạt động đầu tư,,(322.654.054.200),(91.386.811.426),,,-322654054200.0,-91386811426.0
