row_label_raw,row_label_full,CHỈ TIỀU,Mã số,TM,Năm 2020,Năm 2019,numeric__Mã số,numeric__TM,numeric__Năm 2020,numeric__Năm 2019
"Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản: > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,17.725.564.120,69.488.512.599,10.0,,17725564120.0,69488512599.0
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản: > Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,475.699.893.337,771.037.787.619,11.0,,475699893337.0,771037787619.0
"Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản: > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,(254.886.420.251),69.354.418.013,12.0,,-254886420251.0,69354418013.0
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(122.037.654.786),(125.180.572.151),14.0,,-122037654786.0,-125180572151.0
Tiền thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > Tiền thuế thu nhập doanh nghiệp đã nộp,Tiền thuế thu nhập doanh nghiệp đã nộp,15,4.16,(242.362.148.061),(259.266.754.596),15.0,416.0,-242362148061.0,-259266754596.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,2.821.305.230,3.399.790.855,16.0,,2821305230.0,3399790855.0
Tiền chi khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(89.164.094.761),(101.910.130.387),17.0,,-89164094761.0,-101910130387.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,2.100.673.573.213,2.529.609.552.628,20.0,,2100673573213.0,2529609552628.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(2.923.612.687.697),(1.354.383.401.744),21.0,,-2923612687697.0,-1354383401744.0
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,904.338.181,2.058.399.520,22.0,,904338181.0,2058399520.0
"3. Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác",23,,(4.182.060.831.111),(3.618.572.596.990),23.0,,-4182060831111.0,-3618572596990.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác",24,,4.305.194.435.973,2.592.601.663.428,24.0,,4305194435973.0,2592601663428.0
5. Tiền chi đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(34.650.000.000),(7.203.600.000),25.0,,-34650000000.0,-7203600000.0
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,4.040.741.600,394.830.656.000,26.0,,4040741600.0,394830656000.0
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,312.517.288.240,207.029.877.513,27.0,,312517288240.0,207029877513.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(2.517.666.714.814),(1.783.639.002.273),30.0,,-2517666714814.0,-1783639002273.0
