row_label_raw,row_label_full,col_0,Qua hạn,Không chịu rủi ro lãi suất do định giả lại,Kỳ thay đổi lãi suất,Kỳ thay đổi lãi suất_1,Kỳ thay đổi lãi suất_2,Kỳ thay đổi lãi suất_3,Kỳ thay đổi lãi suất_4,Kỳ thay đổi lãi suất_5,Kỳ thay đổi lãi suất_6,numeric__Qua hạn,numeric__Không chịu rủi ro lãi suất do định giả lại,numeric__Kỳ thay đổi lãi suất,numeric__Kỳ thay đổi lãi suất_1,numeric__Kỳ thay đổi lãi suất_2,numeric__Kỳ thay đổi lãi suất_3,numeric__Kỳ thay đổi lãi suất_4,numeric__Kỳ thay đổi lãi suất_5,numeric__Kỳ thay đổi lãi suất_6
Tải sản cố định,Tài sản > Tải sản cố định,Tải sản cố định,-,9.721.944,-,-,-,-,-,-,9.721.944,,9721944.0,,,,,,,9721944.0
Tải sản Có khác (*),Tài sản > Tải sản Có khác (*),Tải sản Có khác (*),153.388,18.607.365,-,-,-,-,-,-,18.760.753,153388.0,18607365.0,,,,,,,18760753.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,29.631.561,46.257.167,309.850.331,205.110.078,184.913.728,79.149.764,88.883.751,79.144.797,1.022.941.177,29631561.0,46257167.0,309850331.0,205110078.0,184913728.0,79149764.0,88883751.0,79144797.0,1022941177.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,Nợ phải trả > Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,-,508.261,80.443.606,25.636.469,21.432.687,7.648.970,-,221.364,135.891.357,,508261.0,80443606.0,25636469.0,21432687.0,7648970.0,,221364.0,135891357.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,279.395.232,162.181.454,141.137.074,127.494.912,15.810.515,2.509,726.021.696,,,279395232.0,162181454.0,141137074.0,127494912.0,15810515.0,2509.0,726021696.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,152.204,7.687,81.055,106.427,391.463,2.074.176,8.548.948,11.361.960,,152204.0,7687.0,81055.0,106427.0,391463.0,2074176.0,8548948.0,11361960.0
Phát hành giấy tờ có giả,Nợ phải trả > Phát hành giấy tờ có giả,Phát hành giấy tờ có giả,-,-,6.252.000,4.748.945,3.866.181,21.753.778,10.521.075,19.500.062,66.642.041,,,6252000.0,4748945.0,3866181.0,21753778.0,10521075.0,19500062.0,66642041.0
Công cụ tài chính và các khoản nợ tài chính phải sinh khác,Nợ phải trả > Công cụ tài chính và các khoản nợ tài chính phải sinh khác,Công cụ tài chính và các khoản nợ tài chính phải sinh khác,-,103.320,-,-,-,-,-,-,103.320,,103320.0,,,,,,,103320.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,22.239.527,-,-,-,-,-,-,22.239.527,,22239527.0,,,,,,,22239527.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,23.003.312,366.098.525,192.647.923,166.542.369,157.289.123,28.405.766,28.272.883,962.259.901,,23003312.0,366098525.0,192647923.0,166542369.0,157289123.0,28405766.0,28272883.0,962259901.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,29.631.561,23.253.855,(56.248.194),12.462.155,18.371.359,(78.139.359),60.477.985,50.871.914,60.681.276,29631561.0,23253855.0,-56248194.0,12462155.0,18371359.0,-78139359.0,60477985.0,50871914.0,60681276.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,-,-,-,-,-,-,-,-,,,,,,,,,
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng) > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",29.631.561,23.253.855,(56.248.194),12.462.155,18.371.359,(78.139.359),60.477.985,50.871.914,60.681.276,29631561.0,23253855.0,-56248194.0,12462155.0,18371359.0,-78139359.0,60477985.0,50871914.0,60681276.0
