row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Lãi cho vay,732.173.332,-,,,732173332.0,
Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty con,Mua nguyên liệu,23.120.305.701,30.428.764.809,,,23120305701.0,30428764809.0
Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty con,Mua hàng hóa,12.493.188.876,-,,,12493188876.0,
Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty con,Bán hàng hóa,5.827.119.246,4.228.089.784,,,5827119246.0,4228089784.0
Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty Cổ phần Công nghiệp Gỗ Trường Thành,Công ty con,Cung cấp dịch vụ,34.685.720,-,,,34685720.0,
Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty con,Mua nguyên liệu,80.584.072.408,207.571.573.813,,,80584072408.0,207571573813.0
Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty con,Bán nguyên liệu,33.349.398.675,351.024.791.321,,,33349398675.0,351024791321.0
Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty con,Cho vay,21.020.962.625,-,,,21020962625.0,
Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty con,Lãi cho vay,1.497.226.009,-,,,1497226009.0,
Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Mua nguyên liệu,1.796.550.209,-,,,1796550209.0,
Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Ứng trước mua hàng hóa,1.176.308.624,-,,,1176308624.0,
Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Cho vay,637.444.600,-,,,637444600.0,
Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Lãi cho vay,349.571.448,-,,,349571448.0,
Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty con,Lãi cho vay,1.394.552.419,-,,,1394552419.0,
