row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,%,Ngày 31 tháng 12năm 2021triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__%_1
"Hoạt động chuyên môn, khoahọc và công nghệ","Hoạt động chuyên môn, khoahọc và công nghệ","Hoạt động chuyên môn, khoahọc và công nghệ",2.533.769,"0,70",766.072,"0,27",2533769.0,0.7,766072.0,0.27
Hoạt động hành chính và dịchvụ hỗ trợ,Hoạt động hành chính và dịchvụ hỗ trợ,Hoạt động hành chính và dịchvụ hỗ trợ,1.392.211,"0,38",944.447,"0,34",1392211.0,0.38,944447.0,0.34
"Hoạt động của Đảng Cộng sản,tổ chức chính trị - xã hội, quảnlý Nhà nước, an ninh quốcphòng; bảo đảm xã hội bắt buộc","Hoạt động của Đảng Cộng sản,tổ chức chính trị - xã hội, quảnlý Nhà nước, an ninh quốcphòng; bảo đảm xã hội bắt buộc","Hoạt động của Đảng Cộng sản,tổ chức chính trị - xã hội, quảnlý Nhà nước, an ninh quốcphòng; bảo đảm xã hội bắt buộc",4.411,"0,00",6.836,"0,00",4411.0,0.0,6836.0,0.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,214.772,"0,06",166.771,"0,06",214772.0,0.06,166771.0,0.06
Y tế và hoạt động trợ giúp xãhội,Y tế và hoạt động trợ giúp xãhội,Y tế và hoạt động trợ giúp xãhội,458.645,"0,13",187.843,"0,07",458645.0,0.13,187843.0,0.07
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",1.620.380,"0,45",1.584.563,"0,57",1620380.0,0.45,1584563.0,0.57
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,1.174.612,"0,32",3.513.137,"1,26",1174612.0,0.32,3513137.0,1.26
"Hoạt động làm thuê các côngviệc trong hộ gia đình, sản xuấtsản phẩm vật chất và dịch vụ tựtiêu dùng của hộ gia đình","Hoạt động làm thuê các côngviệc trong hộ gia đình, sản xuấtsản phẩm vật chất và dịch vụ tựtiêu dùng của hộ gia đình","Hoạt động làm thuê các côngviệc trong hộ gia đình, sản xuấtsản phẩm vật chất và dịch vụ tựtiêu dùng của hộ gia đình",97.111.348,"26,85",64.978.162,"23,21",97111348.0,26.85,64978162.0,23.21
"Cho vay cá nhân để mua nhà ở,nhận quyền sử dụng đất để xâynhà ở","Cho vay cá nhân để mua nhà ở,nhận quyền sử dụng đất để xâynhà ở","Cho vay cá nhân để mua nhà ở,nhận quyền sử dụng đất để xâynhà ở",82.922.490,"22,93",54.352.231,"19,42",82922490.0,22.93,54352231.0,19.42
Hoạt động của các tổ chức vàcơ quan quốc tế,Hoạt động của các tổ chức vàcơ quan quốc tế,Hoạt động của các tổ chức vàcơ quan quốc tế,-,-,495,"0,00",,,495.0,0.0
,,,361.673.097,100,279.870.018,100,361673097.0,100.0,279870018.0,100.0
